ds,yhat,yhat_lower,yhat_upper
2023-03-28,158.2799988,151.8337444,164.7262532
2023-03-29,157.6499939,151.2052131,164.0947747
2023-03-30,160.7700043,154.325424,167.2145846
2023-03-31,162.3600006,155.9165431,168.8034581
2023-04-03,164.8999939,158.457152,171.3428358
2023-04-04,166.1699982,159.7284544,172.6115419
2023-04-05,165.6300049,159.1899451,172.0700647
2023-04-06,163.7599945,157.3209653,170.1990238
2023-04-10,164.6600037,158.2223831,171.0976242
2023-04-11,162.0299988,155.5929246,168.467073
2023-04-12,160.8000031,154.3642365,167.2357696
2023-04-13,160.1000061,153.6656906,166.5343216
2023-04-14,165.5599976,159.1229999,171.9969952
2023-04-17,165.2100067,158.7745109,171.6455025
2023-04-18,165.2299957,158.7960178,171.6639736
2023-04-19,166.4700012,160.0373238,172.9026786
2023-04-20,167.6300049,161.198654,174.0613557
2023-04-21,166.6499939,160.2200227,173.0799651
2023-04-24,165.0200043,158.5911733,171.4488353
2023-04-25,165.3300018,158.9026701,171.7573336
2023-04-26,163.7700043,157.3438423,170.1961663
2023-04-27,163.7599945,157.3353431,170.1846459
2023-04-28,168.4100037,161.9838245,174.8361829
2023-05-01,169.6799927,163.2550963,176.1048891
2023-05-02,169.5899963,163.1666071,176.0133856
2023-05-03,168.5399933,162.1179567,174.9620299
2023-05-04,167.4499969,161.0292999,173.870694
2023-05-05,165.7899933,159.370415,172.2095715
2023-05-08,173.5700073,167.1434484,179.9965662
2023-05-09,173.5,167.0749477,179.9250523
2023-05-10,171.7700043,165.3460373,178.1939713
2023-05-11,173.5599976,167.1370854,179.9829097
2023-05-12,173.75,167.3285849,180.1714151
2023-05-15,172.5700073,166.1498988,178.9901159
2023-05-16,172.0700073,165.651364,178.4886507
2023-05-17,172.0700073,165.6528631,178.4871516
2023-05-18,172.6900024,166.2743026,179.1057023
2023-05-19,175.0500031,168.6350223,181.4649838
2023-05-22,175.1600037,168.7465172,181.5734901
2023-05-23,174.1999969,167.787877,180.6121169
2023-05-24,171.5599976,165.1485705,177.9714247
2023-05-25,171.8399963,165.4298799,178.2501127
2023-05-26,172.9900055,166.5811969,179.3988141
2023-05-30,175.4299927,169.0218451,181.8381403
2023-05-31,177.3000031,170.8928582,183.7071479
2023-06-01,177.25,170.8443442,183.6556558
2023-06-02,180.0899963,173.6848268,186.4951659
2023-06-05,180.9499969,174.5460904,187.3539035
2023-06-06,179.5800018,173.1773206,185.9826831
2023-06-07,179.2100067,172.808792,185.6112214
2023-06-08,177.8200073,171.4200084,184.2200062
2023-06-09,180.5700073,174.1705849,186.9694297
2023-06-12,180.9600067,174.5619009,187.3581125
2023-06-13,183.7899933,177.3923801,190.1876065
2023-06-14,183.3099976,176.913709,189.7062861
2023-06-15,183.9499969,177.5551315,190.3448624
2023-06-16,186.0099945,179.6160187,192.4039703
2023-06-20,184.9199982,178.5273354,191.3126609
2023-06-21,185.0099945,178.6188078,191.4011812
2023-06-22,183.9600067,177.5701432,190.3498703
2023-06-23,187,180.6103953,193.3896047
2023-06-26,186.6799927,180.2917819,193.0682034
2023-06-27,185.2700043,178.8829913,191.6570173
2023-06-28,188.0599976,181.6735129,194.4464822
2023-06-29,189.25,182.8646556,195.6353444
2023-06-30,189.5899963,183.2061066,195.9738861
2023-07-03,193.9700012,187.5849239,200.3550786
2023-07-05,192.4600067,186.0760829,198.8439305
2023-07-06,191.3300018,184.9473697,197.712634
2023-07-07,191.8099976,185.4288009,198.1911942
2023-07-10,190.6799927,184.3000858,197.0598995
2023-07-11,188.6100006,182.2309667,194.9890345
2023-07-12,188.0800018,181.7023935,194.4576102
2023-07-13,189.7700043,183.3934648,196.1465437
2023-07-14,190.5399933,184.1648345,196.9151521
2023-07-17,190.6900024,184.3163022,197.0637027
2023-07-18,193.9900055,187.6163052,200.3637058
2023-07-19,193.7299957,187.3577027,200.1022888
2023-07-20,195.1000061,188.7289131,201.4710991
2023-07-21,193.1300049,186.7598344,199.5001753
2023-07-24,191.9400024,185.5710937,198.3089112
2023-07-25,192.75,186.382457,199.117543
2023-07-26,193.6199951,187.2538031,199.9861872
2023-07-27,194.5,188.1351555,200.8648445
2023-07-28,193.2200012,186.8563843,199.5836182
2023-07-31,195.8300018,189.4670821,202.1929215
2023-08-01,196.4499969,190.0882925,202.8117014
2023-08-02,195.6100006,189.2496495,201.9703517
2023-08-03,192.5800018,186.2199038,198.9400998
2023-08-04,191.1699982,184.8110084,197.528988
2023-08-07,181.9900055,175.6208756,188.3591353
2023-08-08,178.8500061,172.4808763,185.2191359
2023-08-09,179.8000031,173.4322991,186.167707
2023-08-10,178.1900024,171.823391,184.5566139
2023-08-11,177.9700012,171.6048302,184.3351723
2023-08-14,177.7899933,171.4262639,184.1537226
2023-08-15,179.4600067,173.0973403,185.8226731
2023-08-16,177.4499969,171.0882211,183.8117728
2023-08-17,176.5700073,170.2095686,182.930446
2023-08-18,174,167.6400993,180.3599007
2023-08-21,174.4900055,168.1315133,180.8484977
2023-08-22,175.8399963,169.4826954,182.1972972
2023-08-23,177.2299957,170.8738702,183.5861213
2023-08-24,181.1199951,174.7631602,187.4768301
2023-08-25,176.3800049,170.0216147,182.7383951
2023-08-28,178.6100006,172.252369,184.9676322
2023-08-29,180.1900024,173.8334669,186.5465379
2023-08-30,184.1199951,177.7627038,190.4772865
2023-08-31,187.6499939,181.2924987,194.0074891
2023-09-01,187.8699951,181.5139507,194.2260395
2023-09-05,189.4600067,183.1050519,195.8149615
2023-09-06,189.6999969,183.3464676,196.0535263
2023-09-07,182.9100037,176.5516237,189.2683836
2023-09-08,177.5599976,171.1991551,183.92084
2023-09-11,178.1799927,171.8205308,184.5394546
2023-09-12,179.3600006,173.0017812,185.71822
2023-09-13,176.3000031,169.9419987,182.6580074
2023-09-14,174.2100067,167.8527817,180.5672317
2023-09-15,175.7400055,169.3838917,182.0961192
2023-09-18,175.0099945,168.6552368,181.3647523
2023-09-19,177.9700012,171.6155679,184.3244345
2023-09-20,179.0700073,172.71675,185.4232647
2023-09-21,175.4900055,169.1363962,181.8436148
2023-09-22,173.9299927,167.5775173,180.2824681
2023-09-25,174.7899933,168.438842,181.1411446
2023-09-26,176.0800018,169.7300485,182.4299551
2023-09-27,171.9600067,165.6091758,178.3108377
2023-09-28,170.4299927,164.0802667,176.7797187
2023-09-29,170.6900024,164.3416885,177.0383164
2023-10-02,171.2100067,164.8630765,177.5569369
2023-10-03,173.75,167.4036162,180.0963838
2023-10-04,172.3999939,166.0547819,178.7452058
2023-10-05,173.6600037,167.3159947,180.0040126
2023-10-06,174.9100037,168.5672002,181.2528071
2023-10-09,177.4900055,171.1479087,183.8321022
2023-10-10,178.9900055,172.6488292,185.3311818
2023-10-11,178.3899994,172.0501886,184.7298101
2023-10-12,179.8000031,173.4613372,186.1386689
2023-10-13,180.7100067,174.3726415,187.0473719
2023-10-16,178.8500061,172.5135854,185.1864268
2023-10-17,178.7200012,172.3849889,185.0550136
2023-10-18,177.1499939,170.8160588,183.483929
2023-10-19,175.8399963,169.5072387,182.172754
2023-10-20,175.4600067,169.1286375,181.7913759
2023-10-23,172.8800049,166.5493374,179.2106724
2023-10-24,173,166.6705448,179.3294552
2023-10-25,173.4400024,167.1119266,179.7680783
2023-10-26,171.1000061,164.7725972,177.427415
2023-10-27,166.8899994,160.5616072,173.2183916
2023-10-30,168.2200012,161.8927741,174.5472284
2023-10-31,170.2899933,163.963592,176.6163945
2023-11-01,170.7700043,164.4449735,177.095035
2023-11-02,173.9700012,167.6449705,180.295032
2023-11-03,177.5700073,171.2446182,183.8953964
2023-11-06,176.6499939,170.3259302,182.9740576
2023-11-07,179.2299957,172.906629,185.5533625
2023-11-08,181.8200073,175.4970619,188.1429528
2023-11-09,182.8899994,176.5681807,189.2118181
2023-11-10,182.4100037,176.0895502,188.7304571
2023-11-13,186.3999939,180.0787075,192.7212803
2023-11-14,184.8000031,178.4798607,191.1201454
2023-11-15,187.4400024,181.1204964,193.7595085
2023-11-16,188.0099945,181.6916616,194.3283274
2023-11-17,189.7100067,183.3926791,196.0273344
2023-11-20,189.6900024,183.3740662,196.0059386
2023-11-21,191.4499969,185.1350367,197.7649572
2023-11-22,190.6399994,184.3263411,196.9536577
2023-11-24,191.3099976,184.9976681,197.622327
2023-11-27,189.9700012,183.6588196,196.2811828
2023-11-28,189.7899933,183.4801945,196.099792
2023-11-29,190.3999939,184.0915317,196.7084561
2023-11-30,189.3699951,183.0627765,195.6772138
2023-12-01,189.9499969,183.6441178,196.2558761
2023-12-04,191.2400055,184.9352876,197.5447234
2023-12-05,189.4299927,183.1262198,195.7337656
2023-12-06,193.4199982,187.1153871,199.7246092
2023-12-07,192.3200073,186.0167095,198.6233052
2023-12-08,194.2700043,187.9675796,200.5724289
2023-12-11,195.7100067,189.4086851,202.0113284
2023-12-12,193.1799927,186.8794042,199.4805811
2023-12-13,194.7100067,188.4102762,201.0097372
2023-12-14,197.9600067,191.6602762,204.2597372
2023-12-15,198.1100006,191.8116129,204.4083883
2023-12-18,197.5700073,191.2729567,203.8670579
2023-12-19,195.8899994,189.593948,202.1860508
2023-12-20,196.9400024,190.6451783,203.2348265
2023-12-21,194.8300018,188.5359584,201.1240452
2023-12-22,194.6799927,188.3873187,200.9726666
2023-12-26,193.6000061,187.3085486,199.8914636
2023-12-27,193.0500031,186.7598761,199.34013
2023-12-28,193.1499939,186.8612356,199.4387522
2023-12-29,193.5800018,187.292588,199.8674156
2024-01-02,192.5299988,186.2438066,198.816191
2024-01-03,185.6399994,179.3488661,191.9311327
2024-01-04,184.25,177.959979,190.540021
2024-01-05,181.9100037,175.6206229,188.1993844
2024-01-08,181.1799927,174.8919073,187.4680781
2024-01-09,185.5599976,179.2707332,191.849262
2024-01-10,185.1399994,178.8520764,191.4279224
2024-01-11,186.1900024,179.9032975,192.4767074
2024-01-12,185.5899963,179.3046069,191.8753858
2024-01-16,185.9199982,179.6359567,192.2040397
2024-01-17,183.6300049,177.3466305,189.9133792
2024-01-18,182.6799927,176.3978594,188.9621259
2024-01-19,188.6300049,182.3445462,194.9154636
2024-01-22,191.5599976,185.2748562,197.8451389
2024-01-23,193.8899994,187.6054076,200.1745911
2024-01-24,195.1799927,188.8965396,201.4634458
2024-01-25,194.5,188.2178436,200.7821564
2024-01-26,194.1699982,187.8891843,200.450812
2024-01-29,192.4199982,186.1401361,198.6998602
2024-01-30,191.7299957,185.451426,198.0085654
