changepoint_prior_scale,holidays_prior_scale,n_changepoints,seasonality_mode,seasonality_prior_scale,mse,rmse,mae,mape,r2
0.7,0.01,10,additive,0.01,81.4022366167623,9.022318804872853,8.055799248328148,0.04320432261260191,-3.245764494305112
0.7,0.01,10,additive,0.1,566.1822537256203,23.79458454618656,22.914058075831964,0.12206142160556364,-28.530841044223617
0.7,0.01,10,additive,1.0,493.1693688120483,22.207416977488585,21.360609317037728,0.11381730603114086,-24.722646978840952
0.7,0.01,10,additive,10.0,450.950012975747,21.235583650461482,20.406933048070453,0.10875643033386591,-22.520576747944013
0.7,0.01,10,multiplicative,0.01,47.67324185372381,6.904581222183125,5.525281460950205,0.029776180118933786,-1.4865331224729634
0.7,0.01,10,multiplicative,0.1,464.421573976433,21.55044254711334,20.49783004343345,0.10921612519242577,-23.223224215099727
0.7,0.01,10,multiplicative,1.0,745.7744638675175,27.30887152314276,26.05523042726955,0.13868796257954075,-37.89798205859268
0.7,0.01,10,multiplicative,10.0,795.5387561042511,28.205296596636792,26.915644017640332,0.14325088699446323,-40.49357984367171
0.7,0.01,25,additive,0.01,85.25044001321632,9.233116484330539,7.939390566813147,0.0428933177409591,-3.4464784553286885
0.7,0.01,25,additive,0.1,75.75751708002349,8.70387942701549,7.280567215736532,0.039374327359422416,-2.9513481393561993
0.7,0.01,25,additive,1.0,71.35079446609878,8.44693994687418,7.12476563867306,0.038469902580486943,-2.7215030246754037
0.7,0.01,25,additive,10.0,78.76739128248164,8.875099508314351,7.4137759637974385,0.04009989324510007,-3.108336663901116
0.7,0.01,25,multiplicative,0.01,65.94836969470191,8.120860157317198,6.837143521871057,0.03694932879036312,-2.4397242403216097
0.7,0.01,25,multiplicative,0.1,88.85754493160336,9.42642800490214,8.718583162669542,0.046284903804188274,-3.6346172415124496
0.7,0.01,25,multiplicative,1.0,117.06504053362109,10.819659908408447,9.803417779160474,0.051939842410907835,-5.105859166524287
0.7,0.01,25,multiplicative,10.0,193.52473452874466,13.911316779109901,11.579735059999702,0.061054839087476796,-9.093831334147527
0.7,0.01,50,additive,0.01,43.953351427306174,6.629732379765127,5.560082090144393,0.0300276876993306,-1.2925116882764334
0.7,0.01,50,additive,0.1,96.44647667231986,9.820716708688824,9.061365466987407,0.04860882825703173,-4.030439497430715
0.7,0.01,50,additive,1.0,103.66922963898254,10.181808760676196,9.437371862240784,0.05060278126784444,-4.407162660964511
0.7,0.01,50,additive,10.0,103.96846051962456,10.196492559680733,9.451594554242547,0.05068299358656039,-4.422769896114705
0.7,0.01,50,multiplicative,0.01,30.056146841468035,5.482348661063799,4.7404356898035935,0.02548857235204677,-0.567663572880847
0.7,0.01,50,multiplicative,0.1,45.324505828262694,6.732347720391654,5.637192648693736,0.030442127334243556,-1.3640281344301082
0.7,0.01,50,multiplicative,1.0,65.70742928548646,8.106011922362713,7.034478193713782,0.0378974867948712,-2.427157310011003
0.7,0.01,50,multiplicative,10.0,64.96805442814501,8.060276324552714,6.998169895316009,0.037708780311790126,-2.3885931175790254
0.7,0.1,10,additive,0.01,86.50701648347706,9.300914819708707,8.355929288687053,0.04478801297672937,-3.5120187645824723
0.7,0.1,10,additive,0.1,504.3198382305983,22.457066554441127,21.574359030432433,0.11493790821813578,-25.304231332290595
0.7,0.1,10,additive,1.0,614.4972181493569,24.789054402081515,23.866766836805777,0.12710788195149159,-31.05084502715686
0.7,0.1,10,additive,10.0,539.0899594993128,23.21831086662664,22.31816330814122,0.11888405469498514,-27.11776560949241
0.7,0.1,10,multiplicative,0.01,47.82810192382228,6.91578642844198,5.519647811693561,0.02973867963187073,-1.4946102885870243
0.7,0.1,10,multiplicative,0.1,477.18085687815756,21.844469709245807,20.74753436607487,0.11052399785321623,-23.888720798098788
0.7,0.1,10,multiplicative,1.0,755.8747742466576,27.49317686711846,26.208982533955133,0.13949306930668973,-38.42479238926096
0.7,0.1,10,multiplicative,10.0,780.9904177099819,27.94620578379079,26.643223779497145,0.14179614434207602,-39.734769997987385
0.7,0.1,25,additive,0.01,92.61851545058087,9.623851383442123,8.328438812615802,0.04498141015281659,-3.8307813244329294
0.7,0.1,25,additive,0.1,78.46107569698688,8.857825675468382,7.37688553839971,0.039899118882020704,-3.0923599058782525
0.7,0.1,25,additive,1.0,76.35019366561336,8.73785978747733,7.300384957743812,0.039483550697323115,-2.9822608674124367
0.7,0.1,25,additive,10.0,70.12767014117499,8.374226539876682,7.08764012833132,0.038257284557786715,-2.6577075069265343
0.7,0.1,25,multiplicative,0.01,64.65558410673722,8.040869611350331,6.777967912834785,0.036629450204633165,-2.3722953418507835
0.7,0.1,25,multiplicative,0.1,82.93893636813722,9.10708166034198,8.465787048606641,0.04498518237406274,-3.325915427669658
0.7,0.1,25,multiplicative,1.0,129.48058976059633,11.378953807824177,10.12307837636673,0.053566324164266946,-5.753427344943774
0.7,0.1,25,multiplicative,10.0,267.46269220204357,16.35428666136324,13.203308322666143,0.06951449179340917,-12.950275192670253
0.7,0.1,50,additive,0.01,44.48526595994146,6.669727577640743,5.5932364532053285,0.03020653777505486,-1.320255199149484
0.7,0.1,50,additive,0.1,100.81018624474854,10.04042759272475,9.289157778531685,0.04982348120430894,-4.258041144954266
0.7,0.1,50,additive,1.0,109.53295251981577,10.465799182089047,9.746399461509043,0.05224688062808681,-4.713001756382678
0.7,0.1,50,additive,10.0,104.86298817846513,10.240263091271881,9.49006131969771,0.05088561822407287,-4.469426522897083
0.7,0.1,50,multiplicative,0.01,31.183779165499757,5.584243831128773,4.7925128838404145,0.02578536596883811,-0.6264784345233436
