changepoint_prior_scale,holidays_prior_scale,n_changepoints,seasonality_mode,seasonality_prior_scale,mse,rmse,mae,mape,r2
0.7,10.0,10,multiplicative,0.01,46.63128358782852,6.8287102433643,5.459057507595743,0.02942127615937015,-1.4321868342903241
0.7,10.0,10,multiplicative,0.1,388.727609388962,19.716176337945498,18.724398717481996,0.099803119024649,-19.275190836217174
0.7,10.0,10,multiplicative,1.0,635.8617598443379,25.216299487520725,24.049145927066753,0.1280399061041105,-32.16517328563831
0.7,10.0,10,multiplicative,10.0,785.5703057350371,28.02802714668011,26.75443217094359,0.14238605152604986,-39.973647045754745
0.7,10.0,25,additive,0.01,99.46058853227437,9.97299295759675,8.801938453254555,0.047487379061128036,-4.187649049019664
0.7,10.0,25,additive,0.1,73.00443694608948,8.544263394002405,7.2677882300543715,0.0391880167202537,-2.807753437681543
0.7,10.0,25,additive,1.0,79.7000647913666,8.927489277023334,7.407227329319904,0.040060629500867216,-3.156982895668012
0.7,10.0,25,additive,10.0,77.99704031599087,8.83159330562673,7.314973016793591,0.03955287759979887,-3.0681568246532276
0.7,10.0,25,multiplicative,0.01,75.09655937553545,8.665827102794946,7.28463709975369,0.039387217793019055,-2.916874015909634
0.7,10.0,25,multiplicative,0.1,89.56324515572221,9.463785984251874,8.65179346775312,0.04588398530119898,-3.671425037952898
0.7,10.0,25,multiplicative,1.0,144.30498691072512,12.012701066401558,10.433253341498002,0.05513859406366486,-6.526635817897868
0.7,10.0,25,multiplicative,10.0,159.5042912906512,12.629500832996179,10.816780960697931,0.05712174691856399,-7.319398640598219
0.7,10.0,50,additive,0.01,45.56747345056818,6.750368393692908,5.681661617067912,0.03068597046855769,-1.376700799788273
0.7,10.0,50,additive,0.1,109.13395121813772,10.44671963910862,9.761138652331985,0.05233180021854398,-4.692190711990597
0.7,10.0,50,additive,1.0,115.9907673705784,10.769900991679469,10.104692895904876,0.05414576256527714,-5.049827403241112
0.7,10.0,50,additive,10.0,115.88918485943573,10.765183921300915,10.091992354695213,0.054081604499543905,-5.0445290793009185
0.7,10.0,50,multiplicative,0.01,31.714185369431508,5.631534903508236,4.838555192083653,0.026033605400886957,-0.6541432742354856
0.7,10.0,50,multiplicative,0.1,34.798101840969416,5.898991595261805,5.086184988947453,0.027399795221526642,-0.8149936832961393
0.7,10.0,50,multiplicative,1.0,49.07205230030596,7.005144702310293,5.87929465820707,0.03175687887531539,-1.559492048114309
0.7,10.0,50,multiplicative,10.0,52.36079140603571,7.236075691010681,6.089527728527972,0.032893556679398896,-1.7310255625050526
0.3,0.01,10,additive,0.01,78.14138700757253,8.839761705361324,7.8573892795491895,0.04214438824685783,-3.075685635696505
0.3,0.01,10,additive,0.1,285.57466884958563,16.89895466736288,16.1142593114998,0.08596651932548811,-13.894956697354884
0.3,0.01,10,additive,1.0,268.24862601461143,16.378297408907052,15.596798561396662,0.08322083732141176,-12.99126779944572
0.3,0.01,10,additive,10.0,263.7798008571056,16.241299235501625,15.456327592517832,0.08247387616856236,-12.7581835504917
0.3,0.01,10,multiplicative,0.01,47.846507362687014,6.917116983446717,5.539091411574448,0.029847792531900147,-1.495570276445858
0.3,0.01,10,multiplicative,0.1,335.54153174929206,18.31779276412123,17.32798884820555,0.09239569207131484,-16.501120129818847
