ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022. 6. 3 오전 12:00:00,141.4778543,135.5265361,146.7630056,141.4778543,141.4778543,-0.2026098194,-0.2026098194,-0.2026098194,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-2.695001194,-2.695001194,-2.695001194,0,0,0,141.2752445
2022. 6. 6 오전 12:00:00,140.3551903,135.0451479,145.9761818,140.3551903,140.3551903,0.3019349622,0.3019349622,0.3019349622,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-2.219610835,-2.219610835,-2.219610835,0,0,0,140.6571252
2022. 6. 9 오전 12:00:00,139.2325262,134.1140297,145.3156755,139.2325262,139.2325262,0.4953739322,0.4953739322,0.4953739322,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-1.868817805,-1.868817805,-1.868817805,0,0,0,139.7279002
2022. 6. 10 오전 12:00:00,139.2924769,134.5590043,145.3187837,139.2924769,139.2924769,0.7149777766,0.7149777766,0.7149777766,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-1.777413598,-1.777413598,-1.777413598,0,0,0,140.0074546
2022. 6. 13 오전 12:00:00,139.4723288,134.3095285,145.4791924,139.4723288,139.4723288,0.9676863528,0.9676863528,0.9676863528,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-1.553859444,-1.553859444,-1.553859444,0,0,0,140.4400151
2022. 6. 16 오전 12:00:00,139.6521807,135.440755,146.3030726,139.6521807,139.6521807,1.018247413,1.018247413,1.018247413,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-1.345944324,-1.345944324,-1.345944324,0,0,0,140.6704281
2022. 6. 17 오전 12:00:00,139.7121313,135.7703836,146.5032972,139.7121313,139.7121313,1.227854465,1.227854465,1.227854465,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-1.264536909,-1.264536909,-1.264536909,0,0,0,140.9399858
2022. 6. 22 오전 12:00:00,140.0118845,136.2935812,147.0445967,140.0118845,140.0118845,1.893576047,1.893576047,1.893576047,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-0.6177326227,-0.6177326227,-0.6177326227,0,0,0,141.9054606
2022. 6. 23 오전 12:00:00,140.0718351,137.0422088,147.6254088,140.0718351,140.0718351,1.942665707,1.942665707,1.942665707,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-0.4215260304,-0.4215260304,-0.4215260304,0,0,0,142.0145009
2022. 6. 27 오전 12:00:00,140.3116377,138.369039,148.9882335,140.3116377,140.3116377,3.156455264,3.156455264,3.156455264,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,0.6349094672,0.6349094672,0.6349094672,0,0,0,143.468093
2022. 6. 29 오전 12:00:00,140.431539,139.1684353,150.1671565,140.431539,140.431539,3.834164691,3.834164691,3.834164691,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,1.322856022,1.322856022,1.322856022,0,0,0,144.2657037
2022. 6. 30 오전 12:00:00,140.4914896,138.715054,150.3155649,140.4914896,140.4914896,4.065927091,4.065927091,4.065927091,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,1.701735353,1.701735353,1.701735353,0,0,0,144.5574167
2022. 7. 6 오전 12:00:00,140.8511934,142.3928252,152.9721142,140.8511934,140.8511934,6.776494631,6.776494631,6.776494631,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,4.265185961,4.265185961,4.265185961,0,0,0,147.6276881
2022. 7. 7 오전 12:00:00,140.9111441,142.5858891,153.2083493,140.9111441,140.9111441,7.066777612,7.066777612,7.066777612,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,4.702585875,4.702585875,4.702585875,0,0,0,147.9779217
2022. 7. 13 오전 12:00:00,141.2708479,145.1190046,156.1997586,141.2708479,141.2708479,9.48388028,9.48388028,9.48388028,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,6.97257161,6.97257161,6.97257161,0,0,0,150.7547282
2022. 7. 14 오전 12:00:00,141.3307985,145.9003485,156.3813382,141.3307985,141.3307985,9.616871873,9.616871873,9.616871873,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,7.252680136,7.252680136,7.252680136,0,0,0,150.9476704
2022. 7. 19 오전 12:00:00,143.8401349,148.9318757,159.5153616,143.8401349,143.8401349,10.55582398,10.55582398,10.55582398,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,8.051905073,8.051905073,8.051905073,0,0,0,154.3959589
2022. 7. 20 오전 12:00:00,144.4524814,149.3995299,160.0337957,144.4524814,144.4524814,10.59292867,10.59292867,10.59292867,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,8.081619999,8.081619999,8.081619999,0,0,0,155.04541
2022. 7. 26 오전 12:00:00,148.1265601,153.1297348,163.9187016,148.1265601,148.1265601,9.883076309,9.883076309,9.883076309,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,7.379157406,7.379157406,7.379157406,0,0,0,158.0096364
2022. 7. 27 오전 12:00:00,148.7389065,153.0199165,163.7200099,148.7389065,148.7389065,9.645082851,9.645082851,9.645082851,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,7.133774182,7.133774182,7.133774182,0,0,0,158.3839893
2022. 8. 2 오전 12:00:00,152.4129852,154.7734181,165.5894109,152.4129852,152.4129852,7.687509345,7.687509345,7.687509345,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,5.183590441,5.183590441,5.183590441,0,0,0,160.1004945
2022. 8. 3 오전 12:00:00,153.0253316,155.0175853,166.1414268,153.0253316,153.0253316,7.326408616,7.326408616,7.326408616,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,4.815099947,4.815099947,4.815099947,0,0,0,160.3517402
2022. 8. 5 오전 12:00:00,154.2500245,155.6224732,166.3653452,154.2500245,154.2500245,6.568336082,6.568336082,6.568336082,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,4.075944707,4.075944707,4.075944707,0,0,0,160.8183606
2022. 8. 9 오전 12:00:00,156.6994103,156.5016649,167.3504659,156.6994103,156.6994103,5.188986644,5.188986644,5.188986644,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,2.68506774,2.68506774,2.68506774,0,0,0,161.8883969
2022. 8. 10 오전 12:00:00,157.3117567,156.7225139,167.4654679,157.3117567,157.3117567,4.883709768,4.883709768,4.883709768,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,2.372401099,2.372401099,2.372401099,0,0,0,162.1954665
2022. 8. 12 오전 12:00:00,158.5364496,157.155765,168.0451555,158.5364496,158.5364496,4.296289403,4.296289403,4.296289403,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,1.803898029,1.803898029,1.803898029,0,0,0,162.832739
2022. 8. 16 오전 12:00:00,160.9858354,159.1058081,170.3653278,160.9858354,160.9858354,3.425733906,3.425733906,3.425733906,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,0.9218150018,0.9218150018,0.9218150018,0,0,0,164.4115693
2022. 8. 19 오전 12:00:00,162.0650685,159.7206214,170.7780772,162.0650685,162.0650685,2.972394572,2.972394572,2.972394572,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,0.4800031973,0.4800031973,0.4800031973,0,0,0,165.0374631
2022. 8. 22 오전 12:00:00,161.6286892,159.2968266,170.0441785,161.6286892,161.6286892,2.707188868,2.707188868,2.707188868,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,0.1856430709,0.1856430709,0.1856430709,0,0,0,164.335878
2022. 8. 23 오전 12:00:00,161.4832294,158.7088134,169.2263555,161.4832294,161.4832294,2.613132283,2.613132283,2.613132283,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,0.1092133787,0.1092133787,0.1092133787,0,0,0,164.0963617
2022. 9. 1 오전 12:00:00,160.1740914,156.4031872,167.1202713,160.1740914,160.1740914,1.647749529,1.647749529,1.647749529,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-0.7164422077,-0.7164422077,-0.7164422077,0,0,0,161.8218409
2022. 9. 2 오전 12:00:00,160.0286316,156.4265845,167.1373343,160.0286316,160.0286316,1.60838541,1.60838541,1.60838541,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-0.8840059648,-0.8840059648,-0.8840059648,0,0,0,161.637017
2022. 9. 6 오전 12:00:00,159.4467925,155.192612,165.9140645,159.4467925,159.4467925,0.6768553233,0.6768553233,0.6768553233,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-1.827063581,-1.827063581,-1.827063581,0,0,0,160.1236478
2022. 9. 8 오전 12:00:00,159.1558729,153.3468551,164.3720202,159.1558729,159.1558729,-0.1135152397,-0.1135152397,-0.1135152397,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-2.477706977,-2.477706977,-2.477706977,0,0,0,159.0423577
2022. 9. 9 오전 12:00:00,159.0104131,153.1324829,164.0281368,159.0104131,159.0104131,-0.3556924811,-0.3556924811,-0.3556924811,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-2.848083856,-2.848083856,-2.848083856,0,0,0,158.6547206
2022. 9. 12 오전 12:00:00,158.5740338,151.4734415,162.4009928,158.5740338,158.5740338,-1.602478839,-1.602478839,-1.602478839,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-4.124024636,-4.124024636,-4.124024636,0,0,0,156.9715549
2022. 9. 13 오전 12:00:00,158.428574,151.1470704,161.8097766,158.428574,158.428574,-2.0929503,-2.0929503,-2.0929503,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-4.596869204,-4.596869204,-4.596869204,0,0,0,156.3356237
2022. 9. 15 오전 12:00:00,158.1376544,149.6457981,160.5346155,158.1376544,158.1376544,-3.231214191,-3.231214191,-3.231214191,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-5.595405928,-5.595405928,-5.595405928,0,0,0,154.9064402
2022. 9. 16 오전 12:00:00,157.9921946,148.6263077,159.8214963,157.9921946,157.9921946,-3.621095304,-3.621095304,-3.621095304,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-6.113486679,-6.113486679,-6.113486679,0,0,0,154.3710993
2022. 9. 19 오전 12:00:00,157.5558153,146.6450977,158.2631823,157.5558153,157.5558153,-5.169516567,-5.169516567,-5.169516567,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-7.691062364,-7.691062364,-7.691062364,0,0,0,152.3862987
2022. 9. 22 오전 12:00:00,157.119436,144.8906836,155.9212209,157.119436,157.119436,-6.841612451,-6.841612451,-6.841612451,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-9.205804188,-9.205804188,-9.205804188,0,0,0,150.2778235
2022. 9. 23 오전 12:00:00,156.966514,144.1857259,155.3033677,156.966514,156.966514,-7.182778335,-7.182778335,-7.182778335,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-9.67516971,-9.67516971,-9.67516971,0,0,0,149.7837357
2022. 9. 26 오전 12:00:00,156.5077483,142.6067344,153.4393032,156.5077483,156.5077483,-8.397327646,-8.397327646,-8.397327646,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-10.91887344,-10.91887344,-10.91887344,0,0,0,148.1104207
2022. 9. 29 오전 12:00:00,156.0489826,140.7583066,151.985496,156.0489826,156.0489826,-9.485934367,-9.485934367,-9.485934367,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-11.8501261,-11.8501261,-11.8501261,0,0,0,146.5630482
2022. 10. 3 오전 12:00:00,155.437295,139.7439759,151.1860061,155.437295,155.437295,-10.00748854,-10.00748854,-10.00748854,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-12.52903434,-12.52903434,-12.52903434,0,0,0,145.4298064
2022. 10. 5 오전 12:00:00,155.1314512,139.2381048,150.0869612,155.1314512,155.1314512,-10.11878646,-10.11878646,-10.11878646,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-12.63009513,-12.63009513,-12.63009513,0,0,0,145.0126647
2022. 10. 6 오전 12:00:00,154.9785293,138.9698181,149.9100481,154.9785293,154.9785293,-10.26242798,-10.26242798,-10.26242798,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-12.62661972,-12.62661972,-12.62661972,0,0,0,144.7161013
2022. 10. 12 오전 12:00:00,154.0609978,139.2109699,149.9483158,154.0609978,154.0609978,-9.52543346,-9.52543346,-9.52543346,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-12.03674213,-12.03674213,-12.03674213,0,0,0,144.5355644
2022. 10. 13 오전 12:00:00,153.9080759,139.1940361,149.8319978,153.9080759,153.9080759,-9.511999841,-9.511999841,-9.511999841,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-11.87619158,-11.87619158,-11.87619158,0,0,0,144.3960761
2022. 10. 19 오전 12:00:00,152.9905445,138.9875215,150.4959744,152.9905445,152.9905445,-8.322778105,-8.322778105,-8.322778105,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-10.83408677,-10.83408677,-10.83408677,0,0,0,144.6677664
2022. 10. 20 오전 12:00:00,152.8376226,139.1798823,150.4234232,152.8376226,152.8376226,-8.303035558,-8.303035558,-8.303035558,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-10.66722729,-10.66722729,-10.66722729,0,0,0,144.534587
2022. 10. 26 오전 12:00:00,151.9200911,139.1880739,150.5662866,151.9200911,151.9200911,-7.228813546,-7.228813546,-7.228813546,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-9.740122216,-9.740122216,-9.740122216,0,0,0,144.6912776
2022. 10. 27 오전 12:00:00,151.543254,139.1029512,149.8238614,151.543254,151.543254,-7.220387496,-7.220387496,-7.220387496,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-9.584579233,-9.584579233,-9.584579233,0,0,0,144.3228665
2022. 11. 1 오전 12:00:00,149.6590683,138.1438223,148.8582241,149.6590683,149.6590683,-6.145030917,-6.145030917,-6.145030917,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-8.648949821,-8.648949821,-8.648949821,0,0,0,143.5140374
2022. 11. 2 오전 12:00:00,149.2822311,138.0443331,148.6429767,149.2822311,149.2822311,-5.8981715,-5.8981715,-5.8981715,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-8.40948017,-8.40948017,-8.40948017,0,0,0,143.3840596
2022. 11. 8 오전 12:00:00,147.0212083,137.5061516,148.6453352,147.0212083,147.0212083,-3.912007976,-3.912007976,-3.912007976,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-6.41592688,-6.41592688,-6.41592688,0,0,0,143.1092003
2022. 11. 9 오전 12:00:00,146.6443711,137.5249838,148.6379425,146.6443711,146.6443711,-3.471453004,-3.471453004,-3.471453004,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-5.982761674,-5.982761674,-5.982761674,0,0,0,143.1729181
2022. 11. 15 오전 12:00:00,144.3833482,138.6401964,149.5513757,144.3833482,144.3833482,-0.3787344329,-0.3787344329,-0.3787344329,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-2.882653337,-2.882653337,-2.882653337,0,0,0,144.0046138
2022. 11. 16 오전 12:00:00,144.0065111,138.7114939,149.801435,144.0065111,144.0065111,0.200320571,0.200320571,0.200320571,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-2.310988099,-2.310988099,-2.310988099,0,0,0,144.2068317
2022. 11. 18 오전 12:00:00,143.2528368,139.1133322,149.922386,143.2528368,143.2528368,1.335700016,1.335700016,1.335700016,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-1.156691359,-1.156691359,-1.156691359,0,0,0,144.5885368
2022. 11. 22 오전 12:00:00,141.7454882,139.949434,150.9018045,141.7454882,141.7454882,3.57398243,3.57398243,3.57398243,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,1.070063526,1.070063526,1.070063526,0,0,0,145.3194707
2022. 11. 23 오전 12:00:00,141.3686511,140.2236887,151.0291955,141.3686511,141.3686511,4.096243368,4.096243368,4.096243368,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,1.584934699,1.584934699,1.584934699,0,0,0,145.4648945
2022. 11. 25 오전 12:00:00,140.6149768,140.2930447,150.900954,140.6149768,140.6149768,5.03190125,5.03190125,5.03190125,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,2.539509875,2.539509875,2.539509875,0,0,0,145.6468781
2022. 11. 28 오전 12:00:00,139.4844654,140.3985114,151.1787275,139.4844654,139.4844654,6.269076131,6.269076131,6.269076131,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,3.747530334,3.747530334,3.747530334,0,0,0,145.7535415
2022. 11. 29 오전 12:00:00,139.1076282,140.4069805,151.0917128,139.1076282,139.1076282,6.588807629,6.588807629,6.588807629,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,4.084888725,4.084888725,4.084888725,0,0,0,145.6964359
2022. 12. 2 오전 12:00:00,137.9771168,139.4840809,150.920155,137.9771168,137.9771168,7.392040291,7.392040291,7.392040291,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,4.899648917,4.899648917,4.899648917,0,0,0,145.369157
2022. 12. 5 오전 12:00:00,136.8466053,139.2749987,149.9153519,136.8466053,136.8466053,7.965277314,7.965277314,7.965277314,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,5.443731517,5.443731517,5.443731517,0,0,0,144.8118826
2022. 12. 6 오전 12:00:00,136.4697681,139.3561019,150.1222232,136.4697681,136.4697681,8.078220791,8.078220791,8.078220791,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,5.574301887,5.574301887,5.574301887,0,0,0,144.5479889
2022. 12. 9 오전 12:00:00,135.3392566,138.6152273,149.352809,135.3392566,135.3392566,8.342172466,8.342172466,8.342172466,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,5.849781091,5.849781091,5.849781091,0,0,0,143.6814291
2022. 12. 12 오전 12:00:00,134.2087451,136.7830802,148.3893013,134.2087451,134.2087451,8.526907891,8.526907891,8.526907891,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,6.005362094,6.005362094,6.005362094,0,0,0,142.735653
2022. 12. 13 오전 12:00:00,133.831908,137.0170902,147.9256506,133.831908,133.831908,8.544936748,8.544936748,8.544936748,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,6.041017844,6.041017844,6.041017844,0,0,0,142.3768447
2022. 12. 15 오전 12:00:00,133.0782336,136.0640363,146.8776496,133.0782336,133.0782336,8.461434172,8.461434172,8.461434172,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,6.097242435,6.097242435,6.097242435,0,0,0,141.5396678
2022. 12. 16 오전 12:00:00,132.7013965,135.5952759,146.9513457,132.7013965,132.7013965,8.611871277,8.611871277,8.611871277,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,6.119479902,6.119479902,6.119479902,0,0,0,141.3132678
2022. 12. 19 오전 12:00:00,131.570885,135.02213,145.8237497,131.570885,131.570885,8.685265756,8.685265756,8.685265756,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,6.163719959,6.163719959,6.163719959,0,0,0,140.2561508
2022. 12. 20 오전 12:00:00,131.1940478,134.4401103,145.1880841,131.1940478,131.1940478,8.672832629,8.672832629,8.672832629,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,6.168913725,6.168913725,6.168913725,0,0,0,139.8668805
2022. 12. 22 오전 12:00:00,130.4403735,133.3837216,144.6607131,130.4403735,130.4403735,8.522007681,8.522007681,8.522007681,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,6.157815944,6.157815944,6.157815944,0,0,0,138.9623812
2022. 12. 23 오전 12:00:00,130.0635363,133.4022024,144.1007741,130.0635363,130.0635363,8.630739094,8.630739094,8.630739094,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,6.138347719,6.138347719,6.138347719,0,0,0,138.6942754
2022. 12. 27 오전 12:00:00,128.5561877,131.9170272,142.5180699,128.5561877,128.5561877,8.432472904,8.432472904,8.432472904,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,5.928554001,5.928554001,5.928554001,0,0,0,136.9886606
2023. 1. 5 오전 12:00:00,125.1646532,126.4901977,137.5296876,125.1646532,125.1646532,6.867157503,6.867157503,6.867157503,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,4.502965766,4.502965766,4.502965766,0,0,0,132.0318107
2023. 1. 6 오전 12:00:00,125.5588242,126.986386,137.8515291,125.5588242,125.5588242,6.781685736,6.781685736,6.781685736,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,4.289294362,4.289294362,4.289294362,0,0,0,132.3405099
2023. 1. 9 오전 12:00:00,126.741337,127.6433876,138.1733089,126.741337,126.741337,6.193248605,6.193248605,6.193248605,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,3.671702808,3.671702808,3.671702808,0,0,0,132.9345856
2023. 1. 11 오전 12:00:00,127.5296789,127.9144425,138.7752309,127.5296789,127.5296789,5.840234381,5.840234381,5.840234381,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,3.328925712,3.328925712,3.328925712,0,0,0,133.3699133
2023. 1. 12 오전 12:00:00,127.9238498,127.8921804,138.8263678,127.9238498,127.9238498,5.557713798,5.557713798,5.557713798,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,3.193522061,3.193522061,3.193522061,0,0,0,133.4815636
2023. 1. 18 오전 12:00:00,130.2888755,130.8504486,141.5595085,130.2888755,130.2888755,5.669253035,5.669253035,5.669253035,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,3.157944366,3.157944366,3.157944366,0,0,0,135.9581285
2023. 1. 19 오전 12:00:00,130.6830464,130.8496542,141.9457401,130.6830464,130.6830464,5.672214761,5.672214761,5.672214761,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,3.308023024,3.308023024,3.308023024,0,0,0,136.3552612
2023. 1. 23 오전 12:00:00,132.2597302,133.7205309,144.6372847,132.2597302,132.2597302,6.882354616,6.882354616,6.882354616,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,4.360808819,4.360808819,4.360808819,0,0,0,139.1420848
2023. 1. 25 오전 12:00:00,133.048072,135.5141395,145.9794796,133.048072,133.048072,7.625226118,7.625226118,7.625226118,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,5.113917449,5.113917449,5.113917449,0,0,0,140.6732982
2023. 1. 26 오전 12:00:00,133.442243,136.312165,146.735848,133.442243,133.442243,7.892935352,7.892935352,7.892935352,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,5.528743615,5.528743615,5.528743615,0,0,0,141.3351783
2023. 2. 1 오전 12:00:00,135.8072686,141.1725212,151.9271672,135.8072686,135.8072686,10.57187005,10.57187005,10.57187005,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,8.060561376,8.060561376,8.060561376,0,0,0,146.3791387
2023. 2. 2 오전 12:00:00,136.2014396,141.894524,152.2815663,136.2014396,136.2014396,10.77150287,10.77150287,10.77150287,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,8.407311135,8.407311135,8.407311135,0,0,0,146.9729424
2023. 2. 8 오전 12:00:00,138.5664652,144.8952811,155.8735457,138.5664652,138.5664652,11.79945581,11.79945581,11.79945581,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,9.288147145,9.288147145,9.288147145,0,0,0,150.365921
2023. 2. 9 오전 12:00:00,138.9606361,144.7903643,155.7792102,138.9606361,138.9606361,11.54554775,11.54554775,11.54554775,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,9.181356017,9.181356017,9.181356017,0,0,0,150.5061839
2023. 2. 14 오전 12:00:00,140.8466648,145.5591913,156.5182204,140.8466648,140.8466648,9.95759934,9.95759934,9.95759934,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,7.453680436,7.453680436,7.453680436,0,0,0,150.8042642
2023. 2. 15 오전 12:00:00,141.2238706,145.2007299,155.998986,141.2238706,141.2238706,9.399741028,9.399741028,9.399741028,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,6.888432359,6.888432359,6.888432359,0,0,0,150.6236116
2023. 2. 21 오전 12:00:00,143.487105,143.0073832,154.574412,143.487105,143.487105,5.030723,5.030723,5.030723,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,2.526804096,2.526804096,2.526804096,0,0,0,148.517828
2023. 2. 22 오전 12:00:00,143.8643107,142.9196361,153.5357863,143.8643107,143.8643107,4.239603482,4.239603482,4.239603482,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,1.728294813,1.728294813,1.728294813,0,0,0,148.1039142
2023. 2. 24 오전 12:00:00,144.6187222,141.7770302,152.5845074,144.6187222,144.6187222,2.657388301,2.657388301,2.657388301,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,0.1649969259,0.1649969259,0.1649969259,0,0,0,147.2761105
2023. 2. 28 오전 12:00:00,146.1275452,140.4512945,151.3569374,146.1275452,146.1275452,-0.04482681403,-0.04482681403,-0.04482681403,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-2.548745718,-2.548745718,-2.548745718,0,0,0,146.0827184
2023. 3. 1 오전 12:00:00,146.5047509,140.1515236,151.2436307,146.5047509,146.5047509,-0.5803238686,-0.5803238686,-0.5803238686,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-3.091632538,-3.091632538,-3.091632538,0,0,0,145.924427
2023. 3. 3 오전 12:00:00,147.2591624,140.2366858,151.4654284,147.2591624,147.2591624,-1.478808355,-1.478808355,-1.478808355,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-3.97119973,-3.97119973,-3.97119973,0,0,0,145.780354
2023. 3. 7 오전 12:00:00,148.7679853,140.6787953,152.0743376,148.7679853,148.7679853,-2.323073595,-2.323073595,-2.323073595,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-4.826992499,-4.826992499,-4.826992499,0,0,0,146.4449117
