ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021. 9. 15 오전 12:00:00,149.9510473,141.1140479,152.2382195,149.9510473,149.9510473,-3.212729189,-3.212729189,-3.212729189,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-5.724037859,-5.724037859,-5.724037859,0,0,0,146.7383181
2021. 9. 21 오전 12:00:00,150.7565047,139.1982203,149.9523308,150.7565047,150.7565047,-6.335999385,-6.335999385,-6.335999385,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-8.839918289,-8.839918289,-8.839918289,0,0,0,144.4205053
2021. 9. 22 오전 12:00:00,150.8907476,138.8262024,149.5677356,150.8907476,150.8907476,-6.813950893,-6.813950893,-6.813950893,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-9.325259563,-9.325259563,-9.325259563,0,0,0,144.0767967
2021. 9. 28 오전 12:00:00,151.696205,136.9753113,147.9789019,151.696205,151.696205,-9.146144995,-9.146144995,-9.146144995,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-11.6500639,-11.6500639,-11.6500639,0,0,0,142.5500601
2021. 9. 29 오전 12:00:00,151.830448,137.1416679,148.0581301,151.830448,151.830448,-9.400456639,-9.400456639,-9.400456639,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-11.91176531,-11.91176531,-11.91176531,0,0,0,142.4299913
2021. 10. 1 오전 12:00:00,152.0989338,136.8475273,147.6169173,152.0989338,152.0989338,-9.820172475,-9.820172475,-9.820172475,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-12.31256385,-12.31256385,-12.31256385,0,0,0,142.2787613
2021. 10. 5 오전 12:00:00,152.6359054,137.1132051,148.323103,152.6359054,152.6359054,-10.12851426,-10.12851426,-10.12851426,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-12.63243316,-12.63243316,-12.63243316,0,0,0,142.5073911
2021. 10. 6 오전 12:00:00,152.7701483,137.2052728,148.1285411,152.7701483,152.7701483,-10.10924032,-10.10924032,-10.10924032,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-12.62054899,-12.62054899,-12.62054899,0,0,0,142.660908
2021. 10. 8 오전 12:00:00,153.0386341,137.7450367,148.4087916,153.0386341,153.0386341,-10.01201759,-10.01201759,-10.01201759,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-12.50440897,-12.50440897,-12.50440897,0,0,0,143.0266166
2021. 10. 12 오전 12:00:00,153.5756059,138.7770144,149.5587699,153.5756059,153.5756059,-9.493654359,-9.493654359,-9.493654359,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-11.99757326,-11.99757326,-11.99757326,0,0,0,144.0819516
2021. 10. 15 오전 12:00:00,153.9783348,139.5894549,150.3506978,153.9783348,153.9783348,-8.996669618,-8.996669618,-8.996669618,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-11.48906099,-11.48906099,-11.48906099,0,0,0,144.9816652
2021. 10. 18 오전 12:00:00,154.3810636,140.6949572,151.6319234,154.3810636,154.3810636,-8.440575941,-8.440575941,-8.440575941,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-10.96212174,-10.96212174,-10.96212174,0,0,0,145.9404877
2021. 10. 19 오전 12:00:00,154.5153066,140.9214549,151.527457,154.5153066,154.5153066,-8.288022051,-8.288022051,-8.288022051,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-10.79194095,-10.79194095,-10.79194095,0,0,0,146.2272845
2021. 10. 22 오전 12:00:00,154.9180354,141.5286515,152.5891617,154.9180354,154.9180354,-7.816285717,-7.816285717,-7.816285717,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-10.30867709,-10.30867709,-10.30867709,0,0,0,147.1017497
2021. 10. 25 오전 12:00:00,155.3207643,142.3608369,153.781874,155.3207643,155.3207643,-7.332607314,-7.332607314,-7.332607314,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-9.85415311,-9.85415311,-9.85415311,0,0,0,147.988157
2021. 10. 26 오전 12:00:00,155.4550072,143.0959208,153.5689062,155.4550072,155.4550072,-7.197776239,-7.197776239,-7.197776239,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-9.701695143,-9.701695143,-9.701695143,0,0,0,148.257231
2021. 10. 28 오전 12:00:00,155.7234931,143.2909113,154.2732215,155.7234931,155.7234931,-7.016414498,-7.016414498,-7.016414498,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-9.380606235,-9.380606235,-9.380606235,0,0,0,148.7070786
2021. 10. 29 오전 12:00:00,155.8577361,143.4154268,154.5532688,155.8577361,155.8577361,-6.713794836,-6.713794836,-6.713794836,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-9.20618621,-9.20618621,-9.20618621,0,0,0,149.1439413
2021. 11. 1 오전 12:00:00,156.2604649,144.7557614,155.2627573,156.2604649,156.2604649,-6.069633798,-6.069633798,-6.069633798,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-8.591179595,-8.591179595,-8.591179595,0,0,0,150.1908311
2021. 11. 2 오전 12:00:00,156.3947079,145.0271317,156.0608413,156.3947079,156.3947079,-5.842070964,-5.842070964,-5.842070964,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-8.345989868,-8.345989868,-8.345989868,0,0,0,150.5526369
2021. 11. 4 오전 12:00:00,156.6631938,145.6725968,156.8807188,156.6631938,156.6631938,-5.416417639,-5.416417639,-5.416417639,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-7.780609376,-7.780609376,-7.780609376,0,0,0,151.2467761
2021. 11. 5 오전 12:00:00,156.7974367,146.5732822,157.0217569,156.7974367,156.7974367,-4.964441338,-4.964441338,-4.964441338,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-7.456832713,-7.456832713,-7.456832713,0,0,0,151.8329954
2021. 11. 8 오전 12:00:00,157.2001656,148.1962951,158.5265563,157.2001656,157.2001656,-3.788763269,-3.788763269,-3.788763269,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-6.310309066,-6.310309066,-6.310309066,0,0,0,153.4114023
2021. 11. 9 오전 12:00:00,157.3344085,148.5607213,159.232178,157.3344085,157.3344085,-3.366160462,-3.366160462,-3.366160462,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-5.870079366,-5.870079366,-5.870079366,0,0,0,153.9682481
2021. 11. 12 오전 12:00:00,157.7574577,149.9815923,161.4779799,157.7574577,157.7574577,-1.901199246,-1.901199246,-1.901199246,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-4.393590621,-4.393590621,-4.393590621,0,0,0,155.8562585
2021. 11. 15 오전 12:00:00,158.1906671,152.7956564,163.5705098,158.1906671,158.1906671,-0.2189156356,-0.2189156356,-0.2189156356,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-2.740461432,-2.740461432,-2.740461432,0,0,0,157.9717514
2021. 11. 18 오전 12:00:00,158.6238764,153.9351861,165.5531844,158.6238764,158.6238764,1.351438898,1.351438898,1.351438898,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-1.012752839,-1.012752839,-1.012752839,0,0,0,159.9753153
2021. 11. 19 오전 12:00:00,158.7682795,155.3112225,166.1872319,158.7682795,158.7682795,2.051542136,2.051542136,2.051542136,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-0.4408492392,-0.4408492392,-0.4408492392,0,0,0,160.8198217
2021. 11. 22 오전 12:00:00,159.2014889,157.7632421,168.1701516,159.2014889,159.2014889,3.722406037,3.722406037,3.722406037,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,1.200860241,1.200860241,1.200860241,0,0,0,162.9238949
2021. 11. 29 오전 12:00:00,160.2123107,161.2818796,172.3424044,160.2123107,160.2123107,6.685563332,6.685563332,6.685563332,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,4.164017535,4.164017535,4.164017535,0,0,0,166.8978741
2021. 12. 1 오전 12:00:00,160.501117,162.3609532,173.1844505,160.501117,160.501117,7.234311965,7.234311965,7.234311965,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,4.723003296,4.723003296,4.723003296,0,0,0,167.7354289
2021. 12. 2 오전 12:00:00,160.6455201,162.4486968,173.0808051,160.6455201,160.6455201,7.318891737,7.318891737,7.318891737,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,4.9547,4.9547,4.9547,0,0,0,167.9644118
2021. 12. 6 오전 12:00:00,161.2231326,163.8705525,174.789117,161.2231326,161.2231326,8.125077586,8.125077586,8.125077586,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,5.603531789,5.603531789,5.603531789,0,0,0,169.3482101
2021. 12. 8 오전 12:00:00,161.5119388,164.4051342,175.7846877,161.5119388,161.5119388,8.30610573,8.30610573,8.30610573,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,5.794797061,5.794797061,5.794797061,0,0,0,169.8180445
2021. 12. 9 오전 12:00:00,161.6563419,164.6691403,175.5601159,161.6563419,161.6563419,8.230599561,8.230599561,8.230599561,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,5.866407824,5.866407824,5.866407824,0,0,0,169.8869415
2021. 12. 15 오전 12:00:00,162.5227606,165.9490061,176.9417168,162.5227606,162.5227606,8.614443567,8.614443567,8.614443567,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,6.103134898,6.103134898,6.103134898,0,0,0,171.1372042
2021. 12. 16 오전 12:00:00,162.5451473,165.3810058,176.48622,162.5451473,162.5451473,8.488682732,8.488682732,8.488682732,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,6.124490995,6.124490995,6.124490995,0,0,0,171.03383
2021. 12. 22 오전 12:00:00,162.6794671,166.2163264,176.4659237,162.6794671,162.6794671,8.665246606,8.665246606,8.665246606,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,6.153937937,6.153937937,6.153937937,0,0,0,171.3447137
2021. 12. 23 오전 12:00:00,162.7018538,165.6697451,176.7230493,162.7018538,162.7018538,8.495933421,8.495933421,8.495933421,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,6.131741684,6.131741684,6.131741684,0,0,0,171.1977872
2022. 1. 4 오전 12:00:00,162.9704934,164.8377388,175.3953767,162.9704934,162.9704934,7.165038955,7.165038955,7.165038955,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,4.661120051,4.661120051,4.661120051,0,0,0,170.1355324
2022. 1. 5 오전 12:00:00,162.9928801,164.4464516,175.2700542,162.9928801,162.9928801,6.961027706,6.961027706,6.961027706,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,4.449719036,4.449719036,4.449719036,0,0,0,169.9539078
2022. 1. 11 오전 12:00:00,163.1271999,163.4580955,174.1496778,163.1271999,163.1271999,5.796392645,5.796392645,5.796392645,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,3.292473741,3.292473741,3.292473741,0,0,0,168.9235926
2022. 1. 12 오전 12:00:00,163.1495866,163.237866,174.072683,163.1495866,163.1495866,5.675565421,5.675565421,5.675565421,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,3.164256751,3.164256751,3.164256751,0,0,0,168.825152
2022. 1. 14 오전 12:00:00,163.1943599,163.1804638,174.0558771,163.1943599,163.1943599,5.499573221,5.499573221,5.499573221,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,3.007181846,3.007181846,3.007181846,0,0,0,168.6939331
2022. 1. 18 오전 12:00:00,163.2839064,163.5361034,174.2428578,163.2839064,163.2839064,5.694935995,5.694935995,5.694935995,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,3.191017091,3.191017091,3.191017091,0,0,0,168.9788424
2022. 1. 19 오전 12:00:00,163.3062931,163.9827386,174.5921417,163.3062931,163.3062931,5.864243558,5.864243558,5.864243558,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,3.352934889,3.352934889,3.352934889,0,0,0,169.1705366
2022. 1. 21 오전 12:00:00,163.3510664,164.3798399,175.0296637,163.3510664,163.3510664,6.308204434,6.308204434,6.308204434,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,3.815813059,3.815813059,3.815813059,0,0,0,169.6592708
2022. 1. 24 오전 12:00:00,163.4182263,165.6129221,176.3063623,163.4182263,163.4182263,7.339304427,7.339304427,7.339304427,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,4.81775863,4.81775863,4.81775863,0,0,0,170.7575307
2022. 1. 25 오전 12:00:00,163.440613,165.9599924,176.888115,163.440613,163.440613,7.719624432,7.719624432,7.719624432,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,5.215705528,5.215705528,5.215705528,0,0,0,171.1602374
2022. 1. 28 오전 12:00:00,163.5077729,166.8876535,177.9833682,163.5077729,163.5077729,9.001062509,9.001062509,9.001062509,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,6.508671134,6.508671134,6.508671134,0,0,0,172.5088354
2022. 1. 31 오전 12:00:00,163.5749329,168.4991626,179.5391459,163.5749329,163.5749329,10.29759754,10.29759754,10.29759754,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,7.776051743,7.776051743,7.776051743,0,0,0,173.8725304
2022. 2. 1 오전 12:00:00,163.5973195,168.9253308,179.8838171,163.5973195,163.5973195,10.65493415,10.65493415,10.65493415,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,8.151015244,8.151015244,8.151015244,0,0,0,174.2522537
2022. 2. 4 오전 12:00:00,163.6644795,170.0261243,180.6084744,163.6644795,163.6644795,11.50279179,11.50279179,11.50279179,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,9.010400412,9.010400412,9.010400412,0,0,0,175.1672713
2022. 2. 7 오전 12:00:00,163.7316394,170.3543914,181.1541057,163.7316394,163.7316394,11.83759741,11.83759741,11.83759741,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,9.316051615,9.316051615,9.316051615,0,0,0,175.5692368
2022. 2. 8 오전 12:00:00,163.7540261,169.893623,180.9776454,163.7540261,163.7540261,11.77288824,11.77288824,11.77288824,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,9.268969334,9.268969334,9.268969334,0,0,0,175.5269143
2022. 2. 10 오전 12:00:00,163.7987994,169.2876687,180.6910113,163.7987994,163.7987994,11.29831066,11.29831066,11.29831066,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,8.93411892,8.93411892,8.93411892,0,0,0,175.09711
2022. 2. 11 오전 12:00:00,163.821186,169.9297314,180.7167023,163.821186,163.821186,11.13779519,11.13779519,11.13779519,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,8.645403817,8.645403817,8.645403817,0,0,0,174.9589812
2022. 2. 14 오전 12:00:00,163.888346,168.0504138,178.8208502,163.888346,163.888346,9.839982346,9.839982346,9.839982346,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,7.318436549,7.318436549,7.318436549,0,0,0,173.7283283
2022. 2. 15 오전 12:00:00,163.9107326,167.719856,178.3526418,163.9107326,163.9107326,9.241282375,9.241282375,9.241282375,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,6.737363471,6.737363471,6.737363471,0,0,0,173.152015
2022. 2. 17 오전 12:00:00,163.955506,166.1608096,177.3724328,163.955506,163.955506,7.771179732,7.771179732,7.771179732,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,5.406987995,5.406987995,5.406987995,0,0,0,171.7266857
2022. 2. 18 오전 12:00:00,163.9778926,165.8689478,176.2858431,163.9778926,163.9778926,7.16708901,7.16708901,7.16708901,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,4.674697635,4.674697635,4.674697635,0,0,0,171.1449816
2022. 2. 24 오전 12:00:00,164.1122125,160.925947,171.7648412,164.1122125,164.1122125,2.340121781,2.340121781,2.340121781,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-0.02406995559,-0.02406995559,-0.02406995559,0,0,0,166.4523343
2022. 2. 25 오전 12:00:00,164.1497952,160.3209247,171.4390865,164.1497952,164.1497952,1.73290029,1.73290029,1.73290029,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-0.7594910849,-0.7594910849,-0.7594910849,0,0,0,165.8826955
2022. 2. 28 오전 12:00:00,164.2625434,158.526037,169.5172921,164.2625434,164.2625434,-0.168936736,-0.168936736,-0.168936736,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-2.690482533,-2.690482533,-2.690482533,0,0,0,164.0936067
2022. 3. 3 오전 12:00:00,164.3752916,157.3391299,168.1527304,164.3752916,164.3752916,-1.696392803,-1.696392803,-1.696392803,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-4.06058454,-4.06058454,-4.06058454,0,0,0,162.6788988
2022. 3. 4 오전 12:00:00,164.4128743,156.883616,167.8269752,164.4128743,164.4128743,-1.87825001,-1.87825001,-1.87825001,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-4.370641385,-4.370641385,-4.370641385,0,0,0,162.5346243
2022. 3. 7 오전 12:00:00,164.5256225,156.7879441,167.9187948,164.5256225,164.5256225,-2.318462527,-2.318462527,-2.318462527,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-4.840008324,-4.840008324,-4.840008324,0,0,0,162.20716
2022. 3. 9 오전 12:00:00,164.6007879,156.7153366,167.0048229,164.6007879,164.6007879,-2.271447705,-2.271447705,-2.271447705,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-4.782756375,-4.782756375,-4.782756375,0,0,0,162.3293402
2022. 3. 10 오전 12:00:00,164.6383707,157.311501,167.6293898,164.6383707,164.6383707,-2.289084916,-2.289084916,-2.289084916,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-4.653276653,-4.653276653,-4.653276653,0,0,0,162.3492858
2022. 3. 14 오전 12:00:00,164.7887016,158.2508538,169.2426501,164.7887016,164.7887016,-1.073176832,-1.073176832,-1.073176832,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-3.594722629,-3.594722629,-3.594722629,0,0,0,163.7155247
2022. 3. 16 오전 12:00:00,164.863867,159.0855694,170.1163199,164.863867,164.863867,-0.3260160748,-0.3260160748,-0.3260160748,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-2.837324744,-2.837324744,-2.837324744,0,0,0,164.537851
2022. 3. 17 오전 12:00:00,164.9014498,159.1072141,170.0484253,164.9014498,164.9014498,-0.06303067349,-0.06303067349,-0.06303067349,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-2.42722241,-2.42722241,-2.42722241,0,0,0,164.8384191
2022. 3. 21 오전 12:00:00,165.0517807,161.4722047,173.0301424,165.0517807,165.0517807,1.782900406,1.782900406,1.782900406,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-0.7386453903,-0.7386453903,-0.7386453903,0,0,0,166.8346811
2022. 3. 23 오전 12:00:00,165.1269461,162.2379487,173.3742719,165.1269461,165.1269461,2.564540877,2.564540877,2.564540877,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,0.05323220712,0.05323220712,0.05323220712,0,0,0,167.691487
2022. 3. 24 오전 12:00:00,165.1645288,163.0350003,173.6872883,165.1645288,165.1645288,2.784620134,2.784620134,2.784620134,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,0.4204283966,0.4204283966,0.4204283966,0,0,0,167.949149
2022. 3. 30 오전 12:00:00,165.3900252,164.3854543,175.2974811,165.3900252,165.3900252,4.607361352,4.607361352,4.607361352,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,2.096052683,2.096052683,2.096052683,0,0,0,169.9973865
2022. 3. 31 오전 12:00:00,165.4276079,164.6524551,175.5463679,165.4276079,165.4276079,4.649594551,4.649594551,4.649594551,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,2.285402814,2.285402814,2.285402814,0,0,0,170.0772025
2022. 4. 6 오전 12:00:00,163.1823506,163.4027189,174.2412914,163.1823506,163.1823506,5.52386055,5.52386055,5.52386055,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,3.01255188,3.01255188,3.01255188,0,0,0,168.7062111
2022. 4. 12 오전 12:00:00,160.9370932,161.2017823,171.906548,160.9370932,160.9370932,5.826142506,5.826142506,5.826142506,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,3.322223602,3.322223602,3.322223602,0,0,0,166.7632357
2022. 4. 13 오전 12:00:00,160.5628837,160.6094392,171.96808,160.5628837,160.5628837,5.858383121,5.858383121,5.858383121,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,3.347074452,3.347074452,3.347074452,0,0,0,166.4212668
2022. 4. 19 오전 12:00:00,158.3176263,158.1780205,169.6057518,158.3176263,158.3176263,5.756591393,5.756591393,5.756591393,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,3.252672489,3.252672489,3.252672489,0,0,0,164.0742177
2022. 4. 20 오전 12:00:00,157.9434167,158.1491861,168.6009249,157.9434167,157.9434167,5.689717026,5.689717026,5.689717026,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,3.178408356,3.178408356,3.178408356,0,0,0,163.6331338
2022. 4. 22 오전 12:00:00,157.1949976,157.4772165,167.984878,157.1949976,157.1949976,5.453420946,5.453420946,5.453420946,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,2.961029572,2.961029572,2.961029572,0,0,0,162.6484186
2022. 4. 26 오전 12:00:00,155.6981594,154.7624951,165.7306522,155.6981594,155.6981594,4.713575686,4.713575686,4.713575686,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,2.209656782,2.209656782,2.209656782,0,0,0,160.4117351
2022. 4. 27 오전 12:00:00,155.3239498,154.5876605,165.1515749,155.3239498,155.3239498,4.46336921,4.46336921,4.46336921,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,1.95206054,1.95206054,1.95206054,0,0,0,159.787319
2022. 5. 3 오전 12:00:00,153.0786925,150.2943639,160.5162624,153.0786925,153.0786925,2.40936477,2.40936477,2.40936477,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-0.09455413419,-0.09455413419,-0.09455413419,0,0,0,155.4880573
2022. 5. 4 오전 12:00:00,152.7044829,149.5791827,160.1198529,152.7044829,152.7044829,2.018163019,2.018163019,2.018163019,2.360639145,2.360639145,2.360639145,0.1506695243,0.1506695243,0.1506695243,-0.4931456511,-0.4931456511,-0.4931456511,0,0,0,154.7226459
2022. 5. 6 오전 12:00:00,151.956052,147.7793676,158.2306957,151.956052,151.956052,1.188335524,1.188335524,1.188335524,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-1.304055851,-1.304055851,-1.304055851,0,0,0,153.1443875
2022. 5. 9 오전 12:00:00,150.833388,145.5079944,156.3695053,150.833388,150.833388,0.03834319183,0.03834319183,0.03834319183,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-2.483202605,-2.483202605,-2.483202605,0,0,0,150.8717312
2022. 5. 10 오전 12:00:00,150.4591666,144.4960869,155.5290027,150.4591666,150.4591666,-0.3431568201,-0.3431568201,-0.3431568201,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-2.847075724,-2.847075724,-2.847075724,0,0,0,150.1160098
2022. 5. 13 오전 12:00:00,149.3365026,143.0121946,153.9185589,149.3365026,149.3365026,-1.29716555,-1.29716555,-1.29716555,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-3.789556925,-3.789556925,-3.789556925,0,0,0,148.039337
2022. 5. 16 오전 12:00:00,148.2138386,140.9941924,151.9823872,148.2138386,148.2138386,-1.915946677,-1.915946677,-1.915946677,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-4.437492474,-4.437492474,-4.437492474,0,0,0,146.2978919
2022. 5. 17 오전 12:00:00,147.8396172,140.570425,151.0915781,147.8396172,147.8396172,-2.073732738,-2.073732738,-2.073732738,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-4.577651642,-4.577651642,-4.577651642,0,0,0,145.7658845
2022. 5. 20 오전 12:00:00,146.7169532,139.2886462,149.8538096,146.7169532,146.7169532,-2.27067281,-2.27067281,-2.27067281,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-4.763064185,-4.763064185,-4.763064185,0,0,0,144.4462804
2022. 5. 23 오전 12:00:00,145.5942891,138.0863962,148.8891681,145.5942891,145.5942891,-2.098854396,-2.098854396,-2.098854396,2.360639145,2.360639145,2.360639145,0.1609066514,0.1609066514,0.1609066514,-4.620400192,-4.620400192,-4.620400192,0,0,0,143.4954347
2022. 5. 24 오전 12:00:00,145.2200678,137.7710497,148.8149294,145.2200678,145.2200678,-2.007170371,-2.007170371,-2.007170371,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-4.511089274,-4.511089274,-4.511089274,0,0,0,143.2128974
2022. 5. 26 오전 12:00:00,144.4716251,136.7591227,148.1824517,144.4716251,144.4716251,-1.856458672,-1.856458672,-1.856458672,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-4.220650409,-4.220650409,-4.220650409,0,0,0,142.6151664
2022. 5. 27 오전 12:00:00,144.0974037,136.7006721,148.0529406,144.0974037,144.0974037,-1.555146897,-1.555146897,-1.555146897,2.360639145,2.360639145,2.360639145,0.1317522295,0.1317522295,0.1317522295,-4.047538272,-4.047538272,-4.047538272,0,0,0,142.5422568
2022. 5. 31 오전 12:00:00,142.6005184,136.6514106,147.4299346,142.6005184,142.6005184,-0.7626632827,-0.7626632827,-0.7626632827,2.360639145,2.360639145,2.360639145,0.1432797586,0.1432797586,0.1432797586,-3.266582187,-3.266582187,-3.266582187,0,0,0,141.8378551
2022. 6. 2 오전 12:00:00,141.8520757,136.2672912,146.6324251,141.8520757,141.8520757,-0.513432459,-0.513432459,-0.513432459,2.360639145,2.360639145,2.360639145,0.003552591737,0.003552591737,0.003552591737,-2.877624196,-2.877624196,-2.877624196,0,0,0,141.3386432
