ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (observed),Christmas Day (observed)_lower,Christmas Day (observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (observed),Independence Day (observed)_lower,Independence Day (observed)_upper,Juneteenth National Independence Day,Juneteenth National Independence Day_lower,Juneteenth National Independence Day_upper,Juneteenth National Independence Day (observed),Juneteenth National Independence Day (observed)_lower,Juneteenth National Independence Day (observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (observed),New Year's Day (observed)_lower,New Year's Day (observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (observed),Veterans Day (observed)_lower,Veterans Day (observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2021-01-19,131.70246308697057,126.81427758282675,135.96191345322296,131.70246308697057,131.70246308697057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00210112,-0.00210112,-0.00210112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00210112,-0.00210112,-0.00210112,-0.0009362111834033844,-0.0009362111834033844,-0.0009362111834033844,0.0034152831047102646,0.0034152831047102646,0.0034152831047102646,-0.0022503742881136487,-0.0022503742881136487,-0.0022503742881136487,0.0,0.0,0.0,131.57916176814678
2021-01-20,131.76841552525457,127.52857849358725,136.54623480701414,131.76841552525457,131.76841552525457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002419908134893271,0.002419908134893271,0.002419908134893271,0.0029793008258569955,0.0029793008258569955,0.0029793008258569955,-0.0005593926909637243,-0.0005593926909637243,-0.0005593926909637243,0.0,0.0,0.0,132.0872829859061
2021-01-21,131.83436796353854,127.68920035302995,136.92417050984358,131.83436796353854,131.83436796353854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034000933490820743,0.0034000933490820743,0.0034000933490820743,0.00192477199999792,0.00192477199999792,0.00192477199999792,0.0014753213490841539,0.0014753213490841539,0.0014753213490841539,0.0,0.0,0.0,132.2826171212318
2021-01-22,131.73311174100436,128.16013045060996,136.99731742690895,131.73311174100436,131.73311174100436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006889483779574732,0.006889483779574732,0.006889483779574732,0.0030631486556411012,0.0030631486556411012,0.0030631486556411012,0.003826335123933631,0.003826335123933631,0.003826335123933631,0.0,0.0,0.0,132.64068487757692
2021-01-25,131.4293430734018,128.75913885516283,137.99161403996183,131.4293430734018,131.4293430734018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014679560253028592,0.014679560253028592,0.014679560253028592,0.0022820459000914943,0.0022820459000914943,0.0022820459000914943,0.012397514352937098,0.012397514352937098,0.012397514352937098,0.0,0.0,0.0,133.35866803406378
2021-01-26,131.32808685086766,129.50132519421132,138.321078556857,131.32808685086766,131.32808685086766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019017948372778648,0.019017948372778648,0.019017948372778648,0.0034152831047072176,0.0034152831047072176,0.0034152831047072176,0.015602665268071431,0.015602665268071431,0.015602665268071431,0.0,0.0,0.0,133.82567762649325
2021-01-27,131.2268306283335,129.79448614364168,138.77217027658293,131.2268306283335,131.2268306283335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02186905076357332,0.02186905076357332,0.02186905076357332,0.0029793008258609793,0.0029793008258609793,0.0029793008258609793,0.01888974993771234,0.01888974993771234,0.01888974993771234,0.0,0.0,0.0,134.09663684888736
2021-01-28,131.12557440579928,129.63025817027304,138.62346419909355,131.12557440579928,131.12557440579928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024122312944565853,0.024122312944565853,0.024122312944565853,0.0019247720000000919,0.0019247720000000919,0.0019247720000000919,0.02219754094456576,0.02219754094456576,0.02219754094456576,0.0,0.0,0.0,134.28862654665193
2021-01-29,131.0243181832651,130.00169645382613,139.35604041236147,131.0243181832651,131.0243181832651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02852547870664461,0.02852547870664461,0.02852547870664461,0.003063148655641062,0.003063148655641062,0.003063148655641062,0.02546233005100355,0.02546233005100355,0.02546233005100355,0.0,0.0,0.0,134.76184958165447
2021-02-01,130.72054951566255,131.1579569305295,139.8169550781715,130.72054951566255,130.72054951566255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036631624323271716,0.036631624323271716,0.036631624323271716,0.0022820459000902505,0.0022820459000902505,0.0022820459000902505,0.03434957842318147,0.03434957842318147,0.03434957842318147,0.0,0.0,0.0,135.50905557685192
2021-02-02,130.6192932931284,131.48951116726298,140.43728421006733,130.6192932931284,130.6192932931284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04021330233836543,0.04021330233836543,0.04021330233836543,0.0034152831047128416,0.0034152831047128416,0.0034152831047128416,0.036798019233652585,0.036798019233652585,0.036798019233652585,0.0,0.0,0.0,135.87192642554862
2021-02-03,130.5180370705942,131.63422101715167,140.72327857102582,130.5180370705942,130.5180370705942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04186977032212744,0.04186977032212744,0.04186977032212744,0.0029793008258608266,0.0029793008258608266,0.0029793008258608266,0.038890469496266615,0.038890469496266615,0.038890469496266615,0.0,0.0,0.0,135.98279730563488
2021-02-04,130.41678084806003,131.70654536770144,140.72262122030037,130.41678084806003,130.41678084806003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04249894388862245,0.04249894388862245,0.04249894388862245,0.0019247720000005362,0.0019247720000005362,0.0019247720000005362,0.04057417188862192,0.04057417188862192,0.04057417188862192,0.0,0.0,0.0,135.95935629945652
