ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-04-26,159.53244418667882,157.28696787216896,166.35875908290504,159.53244418667882,159.53244418667882,2.413961877589211,2.413961877589211,2.413961877589211,0.011747368328191152,0.011747368328191152,0.011747368328191152,0.0,0.0,0.0,0.07052787227351479,0.07052787227351479,0.07052787227351479,2.3316866369875053,2.3316866369875053,2.3316866369875053,0.0,0.0,0.0,161.94640606426802
2022-04-27,159.0566642656038,156.69587669419545,165.66654390441877,159.0566642656038,159.0566642656038,2.1990396549094355,2.1990396549094355,2.1990396549094355,0.011747368328191805,0.011747368328191805,0.011747368328191805,0.0,0.0,0.0,0.05401170340043409,0.05401170340043409,0.05401170340043409,2.13328058318081,2.13328058318081,2.13328058318081,0.0,0.0,0.0,161.25570392051324
2022-04-28,158.58088434452878,155.6156829508063,164.63461995720118,158.58088434452878,158.58088434452878,1.8244885329757452,1.8244885329757452,1.8244885329757452,0.011747368328192457,0.011747368328192457,0.011747368328192457,0.0,0.0,0.0,-0.09775296194804284,-0.09775296194804284,-0.09775296194804284,1.9104941265955957,1.9104941265955957,1.9104941265955957,0.0,0.0,0.0,160.40537287750453
2022-04-29,158.1051044234538,155.4358469400234,164.27185320702074,158.1051044234538,158.1051044234538,1.6792342964673657,1.6792342964673657,1.6792342964673657,0.01174736832819174,0.01174736832819174,0.01174736832819174,0.0,0.0,0.0,0.0024550326327886307,0.0024550326327886307,0.0024550326327886307,1.6650318955063845,1.6650318955063845,1.6650318955063845,0.0,0.0,0.0,159.78433871992118
2022-05-02,156.67776466022886,152.90439314960275,161.8297493111054,156.67776466022886,156.67776466022886,0.8021795477429228,0.8021795477429228,0.8021795477429228,0.01174736832819229,0.01174736832819229,0.01174736832819229,0.0,0.0,0.0,-0.026307164851613954,-0.026307164851613954,-0.026307164851613954,0.8167393442663446,0.8167393442663446,0.8167393442663446,0.0,0.0,0.0,157.47994420797178
2022-05-03,156.2019847391539,152.03685013522698,161.56069926817383,156.2019847391539,156.2019847391539,0.5891561429958385,0.5891561429958385,0.5891561429958385,0.011747368328191574,0.011747368328191574,0.011747368328191574,0.0,0.0,0.0,0.07052787227349948,0.07052787227349948,0.07052787227349948,0.5068809023941473,0.5068809023941473,0.5068809023941473,0.0,0.0,0.0,156.79114088214973
2022-05-04,155.72620481807883,151.35199184958287,160.40630688332828,155.72620481807883,155.72620481807883,0.25525563203834223,0.25525563203834223,0.25525563203834223,0.011747368328192224,0.011747368328192224,0.011747368328192224,0.0,0.0,0.0,0.0540117034001946,0.0540117034001946,0.0540117034001946,0.18949656030995543,0.18949656030995543,0.18949656030995543,0.0,0.0,0.0,155.98146045011717
2022-05-05,155.25042489700385,150.74396592342225,159.8982605832361,155.25042489700385,155.25042489700385,-0.21738309151233406,-0.21738309151233406,-0.21738309151233406,0.011747368328191468,0.011747368328191468,0.011747368328191468,0.0,0.0,0.0,-0.09775296194822448,-0.09775296194822448,-0.09775296194822448,-0.13137749789230105,-0.13137749789230105,-0.13137749789230105,0.0,0.0,0.0,155.0330418054915
2022-05-06,154.7746450067005,149.56775617129517,158.45059994699136,154.7746450067005,154.7746450067005,-0.4373213308487214,-0.4373213308487214,-0.4373213308487214,0.011747368328190753,0.011747368328190753,0.011747368328190753,0.0,0.0,0.0,0.0024550326328813886,0.0024550326328813886,0.0024550326328813886,-0.4515237318097936,-0.4515237318097936,-0.4515237318097936,0.0,0.0,0.0,154.33732367585176
2022-05-09,153.34730533579042,147.44875195650116,156.38048908347923,153.34730533579042,153.34730533579042,-1.3789749894493404,-1.3789749894493404,-1.3789749894493404,0.011747368328191342,0.011747368328191342,0.011747368328191342,0.0,0.0,0.0,-0.02630716485150238,-0.02630716485150238,-0.02630716485150238,-1.3644151929260293,-1.3644151929260293,-1.3644151929260293,0.0,0.0,0.0,151.96833034634108
2022-05-10,152.87152544548704,147.05034574861835,155.880148501822,152.87152544548704,152.87152544548704,-1.5564540147032686,-1.5564540147032686,-1.5564540147032686,0.011747368328191994,0.011747368328191994,0.011747368328191994,0.0,0.0,0.0,0.07052787227372105,0.07052787227372105,0.07052787227372105,-1.638729255305182,-1.638729255305182,-1.638729255305182,0.0,0.0,0.0,151.31507143078377
2022-05-11,152.39574555518368,146.04236610940333,155.16625935696396,152.39574555518368,152.39574555518368,-1.8256505508529817,-1.8256505508529817,-1.8256505508529817,0.011747368328192646,0.011747368328192646,0.011747368328192646,0.0,0.0,0.0,0.054011703400153606,0.054011703400153606,0.054011703400153606,-1.8914096225813282,-1.8914096225813282,-1.8914096225813282,0.0,0.0,0.0,150.5700950043307
