,ds,yhat,yhat_lower,yhat_upper,Close,model
54,2021-03-23,125.64966731424308,120.23332680989715,130.83621072109716,122.54000091552734,prophet
55,2021-03-24,126.094956209235,120.69510336048306,131.51753140262815,120.08999633789062,prophet
56,2021-03-25,126.36209115938311,120.99626834156417,132.02552610610329,120.58999633789062,prophet
57,2021-03-26,126.8791341260765,121.21600925278891,132.47110023982805,121.20999908447266,prophet
58,2021-03-29,127.9157571231033,122.52255269405906,133.5495307354861,121.38999938964844,prophet
59,2021-03-30,128.18197355639717,122.69540267103189,133.73193276012424,119.9000015258789,prophet
60,2021-03-31,128.44907834886516,122.9801393471512,134.0253925547136,122.1500015258789,prophet
61,2021-04-01,128.5392695633322,123.25063083913511,133.74940807625208,123.0,prophet
62,2021-04-05,129.46292159688812,124.16446475729772,134.9018473205588,125.9000015258789,prophet
63,2021-04-06,129.6016152111702,123.96948673930693,135.2538916103024,126.20999908447266,prophet
64,2021-04-07,129.7549479201316,124.25984848011215,134.9362077392639,127.9000015258789,prophet
65,2021-04-08,129.7447912825155,124.36330982500859,135.60812781668577,130.36000061035156,prophet
66,2021-04-09,130.00199430515107,124.39099963993301,135.45879509504226,133.0,prophet
67,2021-04-12,130.37440266571394,124.7623943052481,135.56630646376007,131.24000549316406,prophet
68,2021-04-13,130.45576255215474,124.82293575524673,136.05174293680375,134.42999267578125,prophet
69,2021-04-14,130.55295255172362,125.18941500398114,136.11460823368304,132.02999877929688,prophet
70,2021-04-15,130.48500757799164,125.28681840487846,136.20957256840498,134.5,prophet
71,2021-04-16,130.6800106939207,125.06921142817056,136.14279137627867,134.16000366210938,prophet
72,2021-04-19,130.81501911091448,125.24982588204901,136.41846076587507,134.83999633789062,prophet
73,2021-04-20,130.79398308507226,125.00412429064957,135.74571792711805,133.11000061035156,prophet
74,2021-04-21,130.77514872769248,124.95185740683922,136.12077465185428,133.5,prophet
75,2021-04-22,130.57717586304224,125.38042365254529,135.90269157489683,131.94000244140625,prophet
76,2021-04-23,130.62837010281856,125.03023671346884,135.800182159169,134.32000732421875,prophet
77,2021-04-26,130.26052234451777,125.00552066824405,135.63677339908003,134.72000122070312,prophet
78,2021-04-27,130.05466398676975,124.48399853273966,135.2772588794105,134.38999938964844,prophet
79,2021-04-28,129.84697321588555,124.37131982125574,135.44080044596404,133.5800018310547,prophet
80,2021-04-29,129.4594662724825,123.80023792050372,134.90621766771895,133.47999572753906,prophet
81,2021-04-30,129.32409489956257,124.15084764737402,134.6371141789988,131.4600067138672,prophet
82,2021-05-03,128.45301889621032,123.33477339772644,134.21045529985128,132.5399932861328,prophet
83,2021-05-04,128.11109577967875,122.47374534600824,133.2401436193598,127.8499984741211,prophet
84,2021-05-05,127.78920561232594,122.52335049743972,133.28532213619286,128.10000610351562,prophet
85,2021-05-06,127.31251709877222,121.75965153993619,132.8677248194588,129.74000549316406,prophet
86,2021-05-07,127.11569031677897,121.41251666914212,132.51772363533033,130.2100067138672,prophet
87,2021-05-10,126.24539486718774,120.87555797346887,131.49403259699247,126.8499984741211,prophet
88,2021-05-11,125.96854081020811,120.1058221656762,131.06625073176144,125.91000366210938,prophet
89,2021-05-12,125.74396182963683,120.21447775081491,130.93112656474162,122.7699966430664,prophet
90,2021-05-13,125.39568037492786,120.50431019042834,130.70334367485117,124.97000122070312,prophet
91,2021-05-14,125.35653015379323,120.29060213320605,131.1850766800006,127.44999694824219,prophet
92,2021-05-17,125.10733314008947,119.81570865214333,130.88759375952895,126.2699966430664,prophet
93,2021-05-18,125.07504756623874,119.99224244854548,130.67464758972963,124.8499984741211,prophet
94,2021-05-19,125.10686903467354,119.55801523215945,130.5615739204716,124.69000244140625,prophet
95,2021-05-20,125.0222498612252,119.59370417480653,130.64452290533555,127.30999755859375,prophet
96,2021-05-21,125.2493332214287,119.70721327568353,130.6217759199878,125.43000030517578,prophet
97,2021-05-24,125.87313597857529,120.50223359810212,131.6269818456447,127.0999984741211,prophet
98,2021-05-25,126.10708340142943,120.72854144799531,132.25836485093316,126.9000015258789,prophet
99,2021-05-26,126.3863719144331,120.83505272077306,132.17118727337356,126.8499984741211,prophet
100,2021-05-27,126.52732914762768,120.73333436510457,132.15895036501112,125.27999877929688,prophet
101,2021-05-28,126.95555037456651,121.3432277616609,132.52232586874345,124.61000061035156,prophet
102,2021-06-01,128.2051596504992,122.75812655940791,133.71156713680665,124.27999877929688,prophet
103,2021-06-02,128.5133439574847,123.2377464623065,134.10753731591595,125.05999755859375,prophet
104,2021-06-03,128.65758536837942,123.30778659244024,134.429328156739,123.54000091552734,prophet
105,2021-06-04,129.0656046318443,123.43456143552959,134.84794991603985,125.88999938964844,prophet
106,2021-06-07,129.8528069308504,124.44597097677949,135.44806036375127,125.9000015258789,prophet
107,2021-06-08,130.05974253847015,124.92776536820632,135.0612249087381,126.73999786376953,prophet
108,2021-06-09,130.27867068892667,124.48669716177432,135.58733977991744,127.12999725341797,prophet
109,2021-06-10,130.33155584609665,124.58125816211223,135.5067768115418,126.11000061035156,prophet
110,2021-06-11,130.65022564325653,125.25093394524966,136.31634880595072,127.3499984741211,prophet
111,2021-06-14,131.22003119917835,125.81564355608597,136.67399281626092,130.47999572753906,prophet
112,2021-06-15,131.38276174102234,125.95998441909366,137.0159556543709,129.63999938964844,prophet
113,2021-06-16,131.57625943969754,126.1766321595499,136.90699408939616,130.14999389648438,prophet
114,2021-06-17,131.62450197107387,126.11781195483543,137.22110739299777,131.7899932861328,prophet
115,2021-06-18,131.96074124875435,126.12348737765522,137.77288279874435,130.4600067138672,prophet
116,2021-06-21,132.72135803400658,127.01624219518948,138.03639075894318,132.3000030517578,prophet
117,2021-06-22,132.9921521412947,127.73730535693409,138.7244498728815,133.97999572753906,prophet
118,2021-06-23,133.31361261453708,127.92345878946595,138.61704864925596,133.6999969482422,prophet
119,2021-06-24,133.50746304513257,127.92637886779026,139.04836036385623,133.41000366210938,prophet
120,2021-06-25,134.00420270730882,128.36412582421792,139.35670524063906,133.11000061035156,prophet
121,2021-06-28,135.6991773718642,130.3960149354673,140.936555518533,134.77999877929688,prophet
122,2021-06-29,136.2874067922954,130.51768522049014,141.677259674503,136.3300018310547,prophet
123,2021-06-30,136.9225692274482,131.27414641006212,142.52173002106278,136.9600067138672,prophet
124,2021-07-01,137.4222967020307,131.84017802875485,143.0184846121579,137.27000427246094,prophet
125,2021-07-02,138.21308636702895,132.73327467921587,143.58508583822612,139.9600067138672,prophet
126,2021-07-06,140.95262377743077,136.20396832924092,146.13055900766142,142.02000427246094,prophet
127,2021-07-07,141.6391909532179,136.4667980485277,147.4736197612276,144.57000732421875,prophet
128,2021-07-08,142.16076251836586,136.8544198395748,147.8703553260038,143.24000549316406,prophet
129,2021-07-09,142.94248309039276,137.6678825604192,148.3674824494038,145.11000061035156,prophet
130,2021-07-12,144.79684303425665,139.43678695000077,150.18400836526857,144.5,prophet
131,2021-07-13,145.32904248385498,139.5094181982987,150.7436043998307,145.63999938964844,prophet
132,2021-07-14,145.85113512366738,140.09137097121607,151.4093837543892,149.14999389648438,prophet
133,2021-07-15,146.1807474014881,140.70249467224994,151.722513279993,148.47999572753906,prophet
134,2021-07-16,146.7453474168754,141.5891326959127,151.80569837796995,146.38999938964844,prophet
135,2021-07-19,147.8261834897074,142.45474556879046,152.87516992043442,142.4499969482422,prophet
136,2021-07-20,148.07086526622555,142.3451145328694,153.17290253450275,146.14999389648438,prophet
137,2021-07-21,148.29662255542343,142.6667753180644,153.73478235803864,145.39999389648438,prophet
138,2021-07-22,148.32485500366354,142.28198465852037,153.50133139527523,146.8000030517578,prophet
139,2021-07-23,148.5868194551685,143.11583976890924,154.0824268645286,148.55999755859375,prophet
140,2021-07-26,148.78903337527024,143.402796874657,154.18637252412557,148.99000549316406,prophet
141,2021-07-27,148.76212046848255,143.4897135095791,154.4049231451645,146.77000427246094,prophet
142,2021-07-28,148.7321270070865,143.42070550392012,154.3570925078234,144.97999572753906,prophet
143,2021-07-29,148.52315175211714,142.9991444578355,154.28776484716266,145.63999938964844,prophet
144,2021-07-30,148.56881938333214,143.22748274973847,153.80865677759593,145.86000061035156,prophet
145,2021-08-02,148.26580715883802,142.75793199298175,153.7191263949188,145.52000427246094,prophet
146,2021-08-03,148.1225032430049,142.65966652194086,153.8130536646541,147.36000061035156,prophet
147,2021-08-04,148.0031976407937,142.4057018293416,153.27098591388827,146.9499969482422,prophet
148,2021-08-05,147.73203461581335,141.94493388506038,153.23188424777385,147.05999755859375,prophet
149,2021-08-06,147.7422968318966,141.78757271020805,153.2962714096513,146.13999938964844,prophet
150,2021-08-09,147.48484435797496,142.02673861316828,152.84096457949013,146.08999633789062,prophet
151,2021-08-10,147.40265541077076,141.8916199006833,152.7952076660724,145.60000610351562,prophet
152,2021-08-11,147.364338475873,141.40823623071762,152.72974892874456,145.86000061035156,prophet
153,2021-08-12,147.19178843571524,141.83097012620215,152.55365557446038,148.88999938964844,prophet
154,2021-08-13,147.3158197888015,142.00526676670975,152.2891227454346,149.10000610351562,prophet
155,2021-08-16,147.4633847745818,141.77454841150933,153.13994130903833,151.1199951171875,prophet
156,2021-08-17,147.52777380522713,141.99687675150642,153.20831433542446,150.19000244140625,prophet
157,2021-08-18,147.63682947375912,142.3229818523816,152.80594297842714,146.36000061035156,prophet
158,2021-08-19,147.6094398702984,141.77331767125784,153.44073049787966,146.6999969482422,prophet
159,2021-08-20,147.8734615044317,142.25796387396576,153.5696513341907,148.19000244140625,prophet
160,2021-08-23,148.38198315503078,143.1132574755853,153.68893293296378,149.7100067138672,prophet
161,2021-08-24,148.53849821570572,143.1305566506992,153.91344933560677,149.6199951171875,prophet
162,2021-08-25,148.72186339273804,143.44844414789074,154.02988075959308,148.36000061035156,prophet
163,2021-08-26,148.74913617457315,143.031021835889,154.00620375989988,147.5399932861328,prophet
164,2021-08-27,149.04665724596524,143.06270357483467,154.35687032957495,148.60000610351562,prophet
165,2021-08-30,149.5188578223677,143.90619608404043,154.9905967969221,153.1199951171875,prophet
166,2021-08-31,149.61631013200022,144.3838054651242,155.30209269111268,151.8300018310547,prophet
167,2021-09-01,149.71748188015937,144.19889119551266,155.56193049488573,152.50999450683594,prophet
168,2021-09-02,149.64026945669272,144.26453770527553,154.6948745602016,153.64999389648438,prophet
169,2021-09-03,149.70285439363428,144.12092294284176,155.43256237148827,154.3000030517578,prophet
170,2021-09-07,149.16155920367743,143.88512764288288,154.4985419047223,156.69000244140625,prophet
171,2021-09-08,148.95511631256133,143.43431544459784,154.56321489584099,155.11000061035156,prophet
172,2021-09-09,148.56456381980846,142.8995464356392,154.3162264635521,154.07000732421875,prophet
173,2021-09-10,148.42101250659863,142.95901039360876,153.82572783138804,148.97000122070312,prophet
174,2021-09-13,147.48595095566105,141.90166115811834,153.4257179753902,149.5500030517578,prophet
175,2021-09-14,147.10674369136441,141.57837522436725,152.91889649591155,148.1199951171875,prophet
176,2021-09-15,146.7383180817112,140.91843113428834,152.00695074117044,149.02999877929688,prophet
177,2021-09-16,146.20522000960858,140.84853289165042,151.7341441145842,148.7899932861328,prophet
178,2021-09-17,145.94162449782183,140.70882856326284,151.44992826324884,146.05999755859375,prophet
179,2021-09-20,144.80668725958796,139.30846457945714,150.3387943418959,142.94000244140625,prophet
180,2021-09-21,144.42050532040736,139.1874018900073,149.93448130110005,143.42999267578125,prophet
181,2021-09-22,144.07679671832042,138.98625816648325,149.52620744403526,145.85000610351562,prophet
182,2021-09-23,143.60040968139722,137.9095097272661,149.14545644824287,146.8300018310547,prophet
183,2021-09-24,143.4252514723146,138.36845107108638,149.5599504644151,146.9199981689453,prophet
184,2021-09-27,142.7347953375767,137.60317138844047,148.10813439926022,145.3699951171875,prophet
185,2021-09-28,142.55006005115152,137.13285091578044,147.86387063608586,141.91000366210938,prophet
186,2021-09-29,142.429991312589,136.85090912335215,147.75015331714116,142.8300018310547,prophet
187,2021-09-30,142.1961342971833,136.76340226973252,148.072478972785,141.5,prophet
188,2021-10-01,142.27876128764345,136.95264510114254,147.8215938798736,142.64999389648438,prophet
189,2021-10-04,142.41351003906078,137.10374069734826,147.82680896221765,139.13999938964844,prophet
190,2021-10-05,142.50739112758413,136.8592762607811,148.04496397796422,141.11000061035156,prophet
191,2021-10-06,142.6609079733109,137.06632509499602,147.8829363802513,142.0,prophet
192,2021-10-07,142.69175176049097,137.51930464468046,148.43635342972362,143.2899932861328,prophet
193,2021-10-08,143.02661655265976,137.85469450124603,148.3631145675139,142.89999389648438,prophet
194,2021-10-12,144.0819515856976,138.8070430670397,149.52411851103312,141.50999450683594,prophet
195,2021-10-13,144.38654194045276,139.70479899513865,149.8809105849162,140.91000366210938,prophet
196,2021-10-14,144.54419692454684,139.35594257324658,150.08414626668392,143.75999450683594,prophet
197,2021-10-15,144.98166517615442,139.76764790051726,150.6045510129604,144.83999633789062,prophet
198,2021-10-18,145.94048770168442,140.46625851042933,151.8377763323545,146.5500030517578,prophet
199,2021-10-19,146.22728454126116,140.71898953392022,151.66292120155703,148.75999450683594,prophet
200,2021-10-20,146.5346119838349,141.17138111283938,152.14192525225977,149.25999450683594,prophet
201,2021-10-21,146.6827177317637,140.968489969248,152.40128514007816,149.47999572753906,prophet
202,2021-10-22,147.10174972383734,141.6961965573932,152.70219894992582,148.69000244140625,prophet
203,2021-10-25,147.98815697557873,142.7962083146725,153.75750034975448,148.63999938964844,prophet
204,2021-10-26,148.25723099978262,142.86657683549367,153.88656797161258,149.32000732421875,prophet
205,2021-10-27,148.55577532872348,143.30845906037618,154.1210932150713,148.85000610351562,prophet
206,2021-10-28,148.7070786393569,143.25433429906445,154.22363738602337,152.57000732421875,prophet
207,2021-10-29,149.14394125173197,143.77343792446663,154.61433946321705,149.8000030517578,prophet
208,2021-11-01,150.19083113766888,144.9355684184582,155.55184269971227,148.9600067138672,prophet
209,2021-11-02,150.55263692166744,145.22118860898058,155.72486659356954,150.02000427246094,prophet
210,2021-11-03,150.9637867138113,144.92112100218222,156.03914619637442,151.49000549316406,prophet
211,2021-11-04,151.2467761458821,145.78129378892487,156.8674919350774,150.9600067138672,prophet
212,2021-11-05,151.832995395789,145.98493468985308,157.1173754007138,151.27999877929688,prophet
213,2021-11-08,153.4114023137162,148.09945845623704,159.01371557950162,150.44000244140625,prophet
214,2021-11-09,153.96824806978486,148.4599070959215,159.09474636312163,150.80999755859375,prophet
215,2021-11-10,154.57744900734207,149.09518040175877,159.96736151364766,147.9199981689453,prophet
216,2021-11-12,155.85625847205287,150.4996092203673,161.64397550228577,149.99000549316406,prophet
217,2021-11-15,157.97175143736223,152.31287315371918,163.30276845689752,150.0,prophet
218,2021-11-16,158.67189652723118,152.74417538529167,163.9647728722729,151.0,prophet
219,2021-11-17,159.40109880205418,153.42251409013554,164.99007546314738,153.49000549316406,prophet
220,2021-11-18,159.9753153261259,154.47065882392096,165.1655786153765,157.8699951171875,prophet
221,2021-11-19,160.81982168144452,155.24548969902756,165.93104931747442,160.5500030517578,prophet
222,2021-11-22,162.92389493791512,157.55295398804114,168.76028479910698,161.02000427246094,prophet
223,2021-11-23,163.5598240623583,157.99543574926673,168.81013489021404,161.41000366210938,prophet
224,2021-11-24,164.19591220047403,158.93268353557676,169.504652324092,161.94000244140625,prophet
225,2021-11-26,165.34913054653916,160.09416289571325,171.11602999370115,156.80999755859375,prophet
226,2021-11-29,166.89787406009796,161.66649184740547,172.4282673325663,160.24000549316406,prophet
227,2021-11-30,167.32044921798328,161.88257227887397,172.80728869166376,165.3000030517578,prophet
228,2021-12-01,167.73542893009676,162.0607812144585,173.18520007372905,164.77000427246094,prophet
229,2021-12-02,167.9644118197634,162.519735828464,173.04804894191622,163.75999450683594,prophet
230,2021-12-03,168.43879948571274,163.17333161067538,174.12756130548965,161.83999633789062,prophet
231,2021-12-06,169.34821014208688,163.72226262478688,174.77024471770298,165.32000732421875,prophet
232,2021-12-07,169.57951553809033,164.12828362626968,175.22890135104788,171.17999267578125,prophet
233,2021-12-08,169.8180445229099,164.43321380942476,174.98439006838638,175.0800018310547,prophet
234,2021-12-09,169.8869414717132,164.51834878361177,175.03922266916567,174.55999755859375,prophet
235,2021-12-10,170.21857443813178,164.66101871917056,176.197450105845,179.4499969482422,prophet
236,2021-12-13,170.80454348362554,165.17585323407712,176.5663159248877,175.74000549316406,prophet
237,2021-12-14,170.9604327458546,165.4275176463112,176.08954147444382,174.3300018310547,prophet
238,2021-12-15,171.13720418744686,166.04798608057735,176.39587667873965,179.3000030517578,prophet
239,2021-12-16,171.03382999371712,165.40673540008387,176.05879627947726,172.25999450683594,prophet
240,2021-12-17,171.20222985411257,165.79274912651744,176.70830882328573,171.13999938964844,prophet
241,2021-12-20,171.3254673037774,165.85381659136797,177.07422881410045,169.75,prophet
242,2021-12-21,171.32686989381048,165.69915807420594,176.31415902185117,172.99000549316406,prophet
243,2021-12-22,171.34471371562557,165.52273483223294,176.76471120058235,175.63999938964844,prophet
244,2021-12-23,171.19778717200168,165.85289517814294,176.8273210396034,176.27999877929688,prophet
245,2021-12-27,171.22000239270466,165.6598860021852,176.62018592212704,180.3300018310547,prophet
246,2021-12-28,171.12772922845534,165.63790129492395,176.8548095055525,179.2899932861328,prophet
247,2021-12-29,171.04244770960295,165.45117661782837,176.28950896183846,179.3800048828125,prophet
248,2021-12-30,170.78455493587995,165.39055579083956,176.48242767723585,178.1999969482422,prophet
249,2022-01-03,170.33573523207443,164.60773824505324,175.6041639961117,182.00999450683594,prophet
250,2022-01-04,170.13553240161258,164.7392728318545,175.71958002483103,179.6999969482422,prophet
251,2022-01-05,169.9539077931437,164.93980401080833,175.1651846743103,174.9199981689453,prophet
252,2022-01-06,169.61527585071,163.88307518747476,175.30814877922387,172.0,prophet
253,2022-01-07,169.55384325775424,164.22561510074732,175.13655659883426,172.1699981689453,prophet
254,2022-01-10,169.07396256314144,163.86270755948152,174.31453891207906,172.19000244140625,prophet
255,2022-01-11,168.92359257990546,163.27675677058883,174.20214567838246,175.0800018310547,prophet
256,2022-01-12,168.82515199769364,162.84010489651834,174.2818560714793,175.52999877929688,prophet
257,2022-01-13,168.6038729992907,163.08882355303265,173.9462498461378,172.19000244140625,prophet
258,2022-01-14,168.693933080005,163.36335544841728,174.13899336765402,173.07000732421875,prophet
259,2022-01-18,168.978842419788,163.81982086959877,174.63686486721494,169.8000030517578,prophet
260,2022-01-19,169.17053662400468,163.49784220369202,174.81153256053912,166.22999572753906,prophet
261,2022-01-20,169.25459855224312,163.7730060898034,175.1138539479916,164.50999450683594,prophet
262,2022-01-21,169.65927079267686,164.0831589667317,175.3629292344845,162.41000366210938,prophet
263,2022-01-24,170.75753074067862,165.1879111035898,176.39150866662376,161.6199951171875,prophet
264,2022-01-25,171.16023739676072,165.5973958873992,176.67835007430492,159.77999877929688,prophet
265,2022-01-26,171.60957093614363,166.49324250006725,176.5957229861359,159.69000244140625,prophet
266,2022-01-27,171.91853804815614,165.89046974433379,177.58554760553827,159.22000122070312,prophet
267,2022-01-28,172.50883542900806,167.0195585668362,177.7836774615012,170.3300018310547,prophet
268,2022-01-31,173.87253041459942,168.0275265676593,179.47652103385488,174.77999877929688,prophet
269,2022-02-01,174.25225367439126,168.7217505351423,179.64139241030628,174.61000061035156,prophet
270,2022-02-02,174.61829066094853,169.0263229221124,179.84286894885207,175.83999633789062,prophet
271,2022-02-03,174.78264683252243,168.99846794173536,180.11748954005353,172.89999389648438,prophet
272,2022-02-04,175.16727126858362,169.7583884290195,180.4945455050976,172.38999938964844,prophet
273,2022-02-07,175.56923684810027,170.344388586909,180.89466900986557,171.66000366210938,prophet
274,2022-02-08,175.52691432641066,169.4810546427181,181.1435452557704,174.8300018310547,prophet
275,2022-02-09,175.42977519160647,170.0007988530586,180.87844005622915,176.27999877929688,prophet
276,2022-02-10,175.09711004803074,169.64223615832915,180.44311181445195,172.1199951171875,prophet
277,2022-02-11,174.95898123515244,169.02934590928146,180.3042685273854,168.63999938964844,prophet
278,2022-02-14,173.72832834411275,167.85545285845876,179.00795153397365,168.8800048828125,prophet
279,2022-02-15,173.1520150247801,167.42305015857514,178.94452497652168,172.7899932861328,prophet
280,2022-02-16,172.54195936444202,167.0853491126351,177.71794672519616,172.5500030517578,prophet
281,2022-02-17,171.72668568487848,166.56987583655976,177.55083285639367,168.8800048828125,prophet
282,2022-02-18,171.14498161429177,165.5775331300088,176.587399953023,167.3000030517578,prophet
283,2022-02-22,168.10081376824638,162.64491866133682,173.61025713214497,164.32000732421875,prophet
284,2022-02-23,167.34339181080355,161.73987174905238,172.9773305725231,160.07000732421875,prophet
285,2022-02-24,166.4523342956821,161.24969661836715,172.26460491784508,162.74000549316406,prophet
286,2022-02-25,165.88269552972017,160.4790888603282,171.285040578357,164.85000610351562,prophet
287,2022-02-28,164.09360668073666,158.33430594782115,169.83980006301576,165.1199951171875,prophet
288,2022-03-01,163.587004419584,158.21540741746136,169.207128600334,163.1999969482422,prophet
289,2022-03-02,163.1739036068427,157.5849851693095,169.15802834223658,166.55999755859375,prophet
290,2022-03-03,162.67889879058836,156.96822406187886,168.05188699158413,166.22999572753906,prophet
291,2022-03-04,162.53462430875172,157.20826237969482,167.87801935150196,163.1699981689453,prophet
292,2022-03-07,162.20715996925557,156.70525724138386,167.70932028038075,159.3000030517578,prophet
293,2022-03-08,162.22063931342618,157.3748222096151,168.06247531572635,157.44000244140625,prophet
294,2022-03-09,162.32934024227706,156.8704588697942,168.05594691069274,162.9499969482422,prophet
295,2022-03-10,162.34928575674,156.7941506312713,167.67516400042038,158.52000427246094,prophet
296,2022-03-11,162.70496236272206,157.33813585981835,168.40348306746486,154.72999572753906,prophet
297,2022-03-14,163.7155247435142,158.5230861647692,169.52658792016277,150.6199951171875,prophet
298,2022-03-15,164.10125950119374,158.5348168273544,169.8601996712002,155.08999633789062,prophet
299,2022-03-16,164.53785095185975,159.16052926494388,169.83638697900733,159.58999633789062,prophet
300,2022-03-17,164.8384190787928,159.17824456810285,170.4611353218027,160.6199951171875,prophet
301,2022-03-18,165.4256497916669,160.1049532539706,170.93564853405874,163.97999572753906,prophet
302,2022-03-21,166.8346810612092,161.44043452508333,171.99278806765562,165.3800048828125,prophet
303,2022-03-22,167.2589775609079,161.5649700392142,172.84339223918016,168.82000732421875,prophet
304,2022-03-23,167.6914869827355,162.04814475685907,173.0693903002231,170.2100067138672,prophet
305,2022-03-24,167.94914896520683,162.2301930487474,173.45076940284977,174.07000732421875,prophet
306,2022-03-25,168.4590424606834,163.40104374210313,173.81833328212355,174.72000122070312,prophet
307,2022-03-28,169.4789884162966,163.91380456851186,175.231391499887,175.60000610351562,prophet
308,2022-03-29,169.73855790641664,164.619656346997,175.31137111172984,178.9600067138672,prophet
309,2022-03-30,169.9973865378339,164.27032516040268,175.2052589743338,177.77000427246094,prophet
310,2022-03-31,170.07720246223312,164.42126986404713,175.75017723182958,174.61000061035156,prophet
