ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2021-01-04,130.5277455521393,127.83894374643776,136.78039101765202,130.5277455521393,130.5277455521393,0.0,0.0,0.0,0.014061455594205262,0.014061455594205262,0.014061455594205262,0.0023992437972097467,0.0023992437972097467,0.0023992437972097467,0.011662211796995515,0.011662211796995515,0.011662211796995515,0.0,0.0,0.0,132.36315565003244
2021-01-05,130.58997555990675,127.87254329316076,136.91556767422716,130.58997555990675,130.58997555990675,0.0,0.0,0.0,0.012551656372396023,0.012551656372396023,0.012551656372396023,0.0031903494159536746,0.0031903494159536746,0.0031903494159536746,0.009361306956442349,0.009361306956442349,0.009361306956442349,0.0,0.0,0.0,132.2290960588143
2021-01-06,130.65220556767426,127.94943864187691,136.52718346506953,130.65220556767426,130.65220556767426,0.0,0.0,0.0,0.01028100658152755,0.01028100658152755,0.01028100658152755,0.0031604453165071838,0.0031604453165071838,0.0031604453165071838,0.007120561265020369,0.007120561265020369,0.007120561265020369,0.0,0.0,0.0,131.99544175300662
2021-01-07,130.7144355754417,127.02232241857894,135.89237895915755,130.7144355754417,130.7144355754417,0.0,0.0,0.0,0.007103861493686643,0.007103861493686643,0.007103861493686643,0.0021263399999946466,0.0021263399999946466,0.0021263399999946466,0.004977521493691997,0.004977521493691997,0.004977521493691997,0.0,0.0,0.0,131.64301282099507
2021-01-08,130.77666558320922,126.83993846568028,135.89964839994266,130.77666558320922,130.77666558320922,0.0,0.0,0.0,0.005594839461559705,0.005594839461559705,0.005594839461559705,0.00262414808913726,0.00262414808913726,0.00262414808913726,0.0029706913724224454,0.0029706913724224454,0.0029706913724224454,0.0,0.0,0.0,131.50834003246536
2021-01-11,130.96335560651164,126.72735992180712,135.65738765907878,130.96335560651164,130.96335560651164,0.0,0.0,0.0,0.0005482447622105133,0.0005482447622105133,0.0005482447622105133,0.00239924379718712,0.00239924379718712,0.00239924379718712,-0.0018509990349766063,-0.0018509990349766063,-0.0018509990349766063,0.0,0.0,0.0,131.03515558026442
2021-01-12,131.02558561427912,126.59149781360416,135.52642944356663,131.02558561427912,131.02558561427912,0.0,0.0,0.0,0.00025141185160922844,0.00025141185160922844,0.00025141185160922844,0.0031903494159563096,0.0031903494159563096,0.0031903494159563096,-0.002938937564347081,-0.002938937564347081,-0.002938937564347081,0.0,0.0,0.0,131.0585269993666
2021-01-13,131.0878156220466,126.21906370557107,135.41845537176783,131.0878156220466,131.0878156220466,0.0,0.0,0.0,-0.0005539008174262827,-0.0005539008174262827,-0.0005539008174262827,0.003160445316506941,0.003160445316506941,0.003160445316506941,-0.0037143461339332238,-0.0037143461339332238,-0.0037143461339332238,0.0,0.0,0.0,131.01520597381892
2021-01-14,131.1500456298141,126.47940834100073,135.16934899862528,131.1500456298141,131.1500456298141,0.0,0.0,0.0,-0.0020252110788029657,-0.0020252110788029657,-0.0020252110788029657,0.0021263399999996444,0.0021263399999996444,0.0021263399999996444,-0.00415155107880261,-0.00415155107880261,-0.00415155107880261,0.0,0.0,0.0,130.88443910441907
2021-01-15,131.21227563758157,126.25832326745189,135.1894820911552,131.21227563758157,131.21227563758157,0.0,0.0,0.0,-0.001605931710855815,-0.001605931710855815,-0.001605931710855815,0.0026241480891311723,0.0026241480891311723,0.0026241480891311723,-0.0042300797999869875,-0.0042300797999869875,-0.0042300797999869875,0.0,0.0,0.0,131.00155768328162
2021-01-19,131.46119566865147,127.11642987917148,136.11958063516008,131.46119566865147,131.46119566865147,0.0,0.0,0.0,0.0024226943629104113,0.0024226943629104113,0.0024226943629104113,0.0031903494159536867,0.0031903494159536867,0.0031903494159536867,-0.0007676550530432754,-0.0007676550530432754,-0.0007676550530432754,0.0,0.0,0.0,131.77968596633937
2021-01-20,131.52342567641898,127.52805969853488,136.47878615392395,131.52342567641898,131.52342567641898,0.0,0.0,0.0,0.004188176650195495,0.004188176650195495,0.004188176650195495,0.003160445316506699,0.003160445316506699,0.003160445316506699,0.0010277313336887958,0.0010277313336887958,0.0010277313336887958,0.0,0.0,0.0,132.07426901679068
