ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (observed),Christmas Day (observed)_lower,Christmas Day (observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (observed),Independence Day (observed)_lower,Independence Day (observed)_upper,Juneteenth National Independence Day,Juneteenth National Independence Day_lower,Juneteenth National Independence Day_upper,Juneteenth National Independence Day (observed),Juneteenth National Independence Day (observed)_lower,Juneteenth National Independence Day (observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (observed),New Year's Day (observed)_lower,New Year's Day (observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (observed),Veterans Day (observed)_lower,Veterans Day (observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-10-05,155.42201609677537,138.39004175638973,147.43462207012468,155.42201609677537,155.42201609677537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.45259274661481,-12.45259274661481,-12.45259274661481,0.01174736832819154,0.01174736832819154,0.01174736832819154,0.0,0.0,0.0,0.07052787227381349,0.07052787227381349,0.07052787227381349,-12.534867987216815,-12.534867987216815,-12.534867987216815,0.0,0.0,0.0,142.96942335016055
2021-10-06,155.46717569873815,138.31093973702895,147.442981338294,155.46717569873815,155.46717569873815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.407950120113064,-12.407950120113064,-12.407950120113064,0.011747368328192193,0.011747368328192193,0.011747368328192193,0.0,0.0,0.0,0.05401170340044075,0.05401170340044075,0.05401170340044075,-12.473709191841696,-12.473709191841696,-12.473709191841696,0.0,0.0,0.0,143.05922557862507
2021-10-07,155.51233530070093,139.03140967685783,147.45651196296484,155.51233530070093,155.51233530070093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.465913996165797,-12.465913996165797,-12.465913996165797,0.011747368328192844,0.011747368328192844,0.011747368328192844,0.0,0.0,0.0,-0.09775296194822578,-0.09775296194822578,-0.09775296194822578,-12.379908402545762,-12.379908402545762,-12.379908402545762,0.0,0.0,0.0,143.04642130453513
2021-10-08,155.55749490303126,138.78827818035523,147.86103084416197,155.55749490303126,155.55749490303126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.242701399536482,-12.242701399536482,-12.242701399536482,0.011747368328192127,0.011747368328192127,0.011747368328192127,0.0,0.0,0.0,0.0024550326326758707,0.0024550326326758707,0.0024550326326758707,-12.25690380049735,-12.25690380049735,-12.25690380049735,0.0,0.0,0.0,143.31479350349477
2021-10-12,155.73813331235257,139.67539560821723,148.58677428229697,155.73813331235257,155.73813331235257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.468347701497647,-11.468347701497647,-11.468347701497647,0.01174736832819196,0.01174736832819196,0.01174736832819196,0.0,0.0,0.0,0.0705278722737982,0.0705278722737982,0.0705278722737982,-11.550622942099638,-11.550622942099638,-11.550622942099638,0.0,0.0,0.0,144.26978561085494
2021-10-13,155.7832929146829,139.8136779368079,149.0113830634798,155.7832929146829,155.7832929146829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.275034357010266,-11.275034357010266,-11.275034357010266,0.011747368328191204,0.011747368328191204,0.011747368328191204,0.0,0.0,0.0,0.054011703400598264,0.054011703400598264,0.054011703400598264,-11.340793428739056,-11.340793428739056,-11.340793428739056,0.0,0.0,0.0,144.50825855767263
2021-10-14,155.82845251701323,139.96011438950464,148.91727718075126,155.82845251701323,155.82845251701323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.211563959776568,-11.211563959776568,-11.211563959776568,0.011747368328191857,0.011747368328191857,0.011747368328191857,0.0,0.0,0.0,-0.09775296194810304,-0.09775296194810304,-0.09775296194810304,-11.125558366156655,-11.125558366156655,-11.125558366156655,0.0,0.0,0.0,144.61688855723668
2021-10-15,155.87361211934356,141.2071951178114,149.6262996010179,155.87361211934356,155.87361211934356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.894276377967891,-10.894276377967891,-10.894276377967891,0.01174736832819114,0.01174736832819114,0.01174736832819114,0.0,0.0,0.0,0.002455032632768639,0.002455032632768639,0.002455032632768639,-10.90847877892885,-10.90847877892885,-10.90847877892885,0.0,0.0,0.0,144.97933574137568
2021-10-18,156.00909092633452,141.13336414379017,150.2554869931938,156.00909092633452,156.00909092633452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.290408552270101,-10.290408552270101,-10.290408552270101,0.011747368328191728,0.011747368328191728,0.011747368328191728,0.0,0.0,0.0,-0.026307164851498616,-0.026307164851498616,-0.026307164851498616,-10.275848755746795,-10.275848755746795,-10.275848755746795,0.0,0.0,0.0,145.71868237406443
2021-10-19,156.05425052866485,141.58173424011073,150.24337659499042,156.05425052866485,156.05425052866485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.996335136599143,-9.996335136599143,-9.996335136599143,0.01174736832819238,0.01174736832819238,0.01174736832819238,0.0,0.0,0.0,0.07052787227380704,0.07052787227380704,0.07052787227380704,-10.078610377201143,-10.078610377201143,-10.078610377201143,0.0,0.0,0.0,146.0579153920657
2021-10-20,156.09941013099518,141.37741480995933,151.17445572645616,156.09941013099518,156.09941013099518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.824744202182943,-9.824744202182943,-9.824744202182943,0.011747368328191626,0.011747368328191626,0.011747368328191626,0.0,0.0,0.0,0.05401170340035876,0.05401170340035876,0.05401170340035876,-9.890503273911492,-9.890503273911492,-9.890503273911492,0.0,0.0,0.0,146.27466592881223
2021-10-21,156.1445697333255,141.99197020879825,150.8389297935879,156.1445697333255,156.1445697333255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.798012492462172,-9.798012492462172,-9.798012492462172,0.011747368328192278,0.011747368328192278,0.011747368328192278,0.0,0.0,0.0,-0.09775296194816387,-0.09775296194816387,-0.09775296194816387,-9.7120068988422,-9.7120068988422,-9.7120068988422,0.0,0.0,0.0,146.34655724086335
2021-10-22,156.18972933565584,142.33892288049154,151.17277053848065,156.18972933565584,156.18972933565584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.528780008987933,-9.528780008987933,-9.528780008987933,0.011747368328191562,0.011747368328191562,0.011747368328191562,0.0,0.0,0.0,0.0024550326328229653,0.0024550326328229653,0.0024550326328229653,-9.542982409948946,-9.542982409948946,-9.542982409948946,0.0,0.0,0.0,146.66094932666792
2021-10-25,156.3252081426468,142.61438596373205,151.39639644169225,156.3252081426468,156.3252081426468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.097013264881161,-9.097013264881161,-9.097013264881161,0.011747368328190743,0.011747368328190743,0.011747368328190743,0.0,0.0,0.0,-0.02630716485138703,-0.02630716485138703,-0.02630716485138703,-9.082453468357965,-9.082453468357965,-9.082453468357965,0.0,0.0,0.0,147.22819487776565
2021-10-26,156.37036784253402,143.04818654311373,151.90847199253164,156.37036784253402,156.37036784253402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8560600258795,-8.8560600258795,-8.8560600258795,0.011747368328191395,0.011747368328191395,0.011747368328191395,0.0,0.0,0.0,0.07052787227355488,0.07052787227355488,0.07052787227355488,-8.938335266481248,-8.938335266481248,-8.938335266481248,0.0,0.0,0.0,147.51430781665454
2021-10-27,156.41552754242124,143.32629662202373,152.00468717153583,156.41552754242124,156.41552754242124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.728947490596383,-8.728947490596383,-8.728947490596383,0.011747368328192048,0.011747368328192048,0.011747368328192048,0.0,0.0,0.0,0.05401170340011927,0.05401170340011927,0.05401170340011927,-8.794706562324695,-8.794706562324695,-8.794706562324695,0.0,0.0,0.0,147.68658005182488
2021-10-28,156.46068724230847,143.15655268394696,152.1932057048735,156.46068724230847,156.46068724230847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.73451879130502,-8.73451879130502,-8.73451879130502,0.011747368328191331,0.011747368328191331,0.011747368328191331,0.0,0.0,0.0,-0.09775296194822472,-0.09775296194822472,-0.09775296194822472,-8.648513197684986,-8.648513197684986,-8.648513197684986,0.0,0.0,0.0,147.72616845100345
2021-10-29,156.50584694219572,143.51472684966538,152.77075159857026,156.50584694219572,156.50584694219572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.482267683799908,-8.482267683799908,-8.482267683799908,0.011747368328191983,0.011747368328191983,0.011747368328191983,0.0,0.0,0.0,0.0024550326328965097,0.0024550326328965097,0.0024550326328965097,-8.496470084760997,-8.496470084760997,-8.496470084760997,0.0,0.0,0.0,148.0235792583958
2021-11-01,156.64132604185738,144.09710996421003,153.00473029171818,156.64132604185738,156.64132604185738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.985547373044007,-7.985547373044007,-7.985547373044007,0.011747368328191163,0.011747368328191163,0.011747368328191163,0.0,0.0,0.0,-0.026307164851275454,-0.026307164851275454,-0.026307164851275454,-7.970987576520923,-7.970987576520923,-7.970987576520923,0.0,0.0,0.0,148.65577866881338
2021-11-02,156.68648574174458,144.54452871370074,153.79170586595478,156.68648574174458,156.68648574174458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.679255497199646,-7.679255497199646,-7.679255497199646,0.011747368328191815,0.011747368328191815,0.011747368328191815,0.0,0.0,0.0,0.07052787227377644,0.07052787227377644,0.07052787227377644,-7.761530737801615,-7.761530737801615,-7.761530737801615,0.0,0.0,0.0,149.00723024454493
2021-11-03,156.7316454416318,144.540363841118,153.85473726328516,156.7316454416318,156.7316454416318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.464046253260664,-7.464046253260664,-7.464046253260664,0.011747368328192466,0.011747368328192466,0.011747368328192466,0.0,0.0,0.0,0.05401170340007828,0.05401170340007828,0.05401170340007828,-7.529805324988935,-7.529805324988935,-7.529805324988935,0.0,0.0,0.0,149.26759918837112
2021-11-04,156.77680514151905,145.04267927119494,154.11698285179077,156.77680514151905,156.77680514151905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.35922227530033,-7.35922227530033,-7.35922227530033,0.011747368328191753,0.011747368328191753,0.011747368328191753,0.0,0.0,0.0,-0.09775296194810199,-0.09775296194810199,-0.09775296194810199,-7.27321668168042,-7.27321668168042,-7.27321668168042,0.0,0.0,0.0,149.4175828662187
2021-11-05,156.82196484140624,145.48850664811485,154.22632531990422,156.82196484140624,156.82196484140624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.975402929570369,-6.975402929570369,-6.975402929570369,0.011747368328190995,0.011747368328190995,0.011747368328190995,0.0,0.0,0.0,0.002455032632970054,0.002455032632970054,0.002455032632970054,-6.989605330531531,-6.989605330531531,-6.989605330531531,0.0,0.0,0.0,149.84656191183586
2021-11-08,156.95744394106794,146.36486840119878,155.59189305671958,156.95744394106794,156.95744394106794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.977492684908798,-5.977492684908798,-5.977492684908798,0.011747368328191583,0.011747368328191583,0.011747368328191583,0.0,0.0,0.0,-0.02630716485139217,-0.02630716485139217,-0.02630716485139217,-5.962932888385597,-5.962932888385597,-5.962932888385597,0.0,0.0,0.0,150.97995125615913
2021-11-09,157.00260364095513,147.11147563745047,155.7005008474234,157.00260364095513,157.00260364095513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.478211493595571,-5.478211493595571,-5.478211493595571,0.011747368328192237,0.011747368328192237,0.011747368328192237,0.0,0.0,0.0,0.07052787227376116,0.07052787227376116,0.07052787227376116,-5.560486734197524,-5.560486734197524,-5.560486734197524,0.0,0.0,0.0,151.52439214735955
2021-11-10,157.04776334084235,147.5728544894563,156.53878164671758,157.04776334084235,157.04776334084235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.062937921529441,-5.062937921529441,-5.062937921529441,0.011747368328192889,0.011747368328192889,0.011747368328192889,0.0,0.0,0.0,0.05401170340031342,0.05401170340031342,0.05401170340031342,-5.1286969932579485,-5.1286969932579485,-5.1286969932579485,0.0,0.0,0.0,151.9848254193129
2021-11-12,157.52858320242595,148.92455562944508,157.83787211328067,157.52858320242595,157.52858320242595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.169156799737563,-4.169156799737563,-4.169156799737563,0.011747368328191416,0.011747368328191416,0.011747368328191416,0.0,0.0,0.0,0.0024550326330435987,0.0024550326330435987,0.0024550326330435987,-4.183359200698798,-4.183359200698798,-4.183359200698798,0.0,0.0,0.0,153.3594264026884
2021-11-15,158.2498129948013,150.9305127675995,159.88843233223687,158.2498129948013,158.2498129948013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6142713873780723,-2.6142713873780723,-2.6142713873780723,0.011747368328192006,0.011747368328192006,0.011747368328192006,0.0,0.0,0.0,-0.026307164851608895,-0.026307164851608895,-0.026307164851608895,-2.5997115908546555,-2.5997115908546555,-2.5997115908546555,0.0,0.0,0.0,155.63554160742322
2021-11-16,158.4902229255931,151.51151227404773,161.09570781503922,158.4902229255931,158.4902229255931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9591895187564008,-1.9591895187564008,-1.9591895187564008,0.011747368328191248,0.011747368328191248,0.011747368328191248,0.0,0.0,0.0,0.07052787227374585,0.07052787227374585,0.07052787227374585,-2.041464759358338,-2.041464759358338,-2.041464759358338,0.0,0.0,0.0,156.53103340683668
2021-11-17,158.73063285638491,152.77517419608006,162.0590393955793,158.73063285638491,158.73063285638491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.409146656482264,-1.409146656482264,-1.409146656482264,0.011747368328191902,0.011747368328191902,0.011747368328191902,0.0,0.0,0.0,0.05401170340047093,0.05401170340047093,0.05401170340047093,-1.4749057282109266,-1.4749057282109266,-1.4749057282109266,0.0,0.0,0.0,157.32148619990267
2021-11-18,158.97104278717669,153.22344662629334,162.7371199169325,158.97104278717669,158.97104278717669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9905342392673954,-0.9905342392673954,-0.9905342392673954,0.011747368328191185,0.011747368328191185,0.011747368328191185,0.0,0.0,0.0,-0.09775296194822367,-0.09775296194822367,-0.09775296194822367,-0.9045286456473628,-0.9045286456473628,-0.9045286456473628,0.0,0.0,0.0,157.9805085479093
2021-11-19,159.21145271796848,154.13666176916857,163.42183196459342,159.21145271796848,159.21145271796848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3207429571527108,-0.3207429571527108,-0.3207429571527108,0.011747368328191838,0.011747368328191838,0.011747368328191838,0.0,0.0,0.0,0.00245503263309793,0.00245503263309793,0.00245503263309793,-0.3349453581140005,-0.3349453581140005,-0.3349453581140005,0.0,0.0,0.0,158.89070976081578
2021-11-22,159.93268251034388,157.01207376779456,165.56683374336274,159.93268251034388,159.93268251034388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.308610192803959,1.308610192803959,1.308610192803959,0.011747368328192424,0.011747368328192424,0.011747368328192424,0.0,0.0,0.0,-0.02630716485172561,-0.02630716485172561,-0.02630716485172561,1.3231699893274922,1.3231699893274922,1.3231699893274922,0.0,0.0,0.0,161.24129270314785
2021-11-23,160.17309244113565,157.578959274309,166.82285854229676,160.17309244113565,160.17309244113565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9267120537179698,1.9267120537179698,1.9267120537179698,0.01174736832819167,0.01174736832819167,0.01174736832819167,0.0,0.0,0.0,0.07052787227373057,0.07052787227373057,0.07052787227373057,1.8444368131160473,1.8444368131160473,1.8444368131160473,0.0,0.0,0.0,162.09980449485363
